slice_index_key,execution_order,operator_packet_key,review_queue_lane,program_key,program_name,workbook_row_count,slice_output_path,patch_output_path,slice_command,extract_command,patch_dry_run_command,apply_decisions_command,verification_command,approval_required_for,prohibited_mutations,source_operator_packet_rowset_sha256,source_workbook_rowset_sha256,accepted_person_rows,person_ingestion_allowed,denominator_closure_allowed,raw_candidate_names_committed,raw_person_urls_committed,evidence_json,mutation_policy,generated_at
vanderbilt_reviewer_workbook_slice_index_b7648d755dac12a1e97e,11,vanderbilt_public_reviewer_operator_packet_678ec5f20c3da2b5bb23,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-infectious-diseases-https-pediatrics-vu_29d33965c0cb,Pediatric Infectious Diseases,10,/tmp/vanderbilt_reviewer_workbook_order_11.csv,/tmp/vanderbilt_reviewer_patch_order_11.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 11 --output /tmp/vanderbilt_reviewer_workbook_order_11.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_11.csv --output /tmp/vanderbilt_reviewer_patch_order_11.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_11.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_11.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":10,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_678ec5f20c3da2b5bb23"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_b90ea83d2d7dac04ba49,12,vanderbilt_public_reviewer_operator_packet_c7d00936b2252e899f6f,candidate_fingerprint_review,vanderbilt_program_fellowship-pediatric-rheumatology-https-pediatrics-vumc-org-_fe613525342f,Pediatric Rheumatology,4,/tmp/vanderbilt_reviewer_workbook_order_12.csv,/tmp/vanderbilt_reviewer_patch_order_12.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 12 --output /tmp/vanderbilt_reviewer_workbook_order_12.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_12.csv --output /tmp/vanderbilt_reviewer_patch_order_12.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_12.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_12.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":4,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_c7d00936b2252e899f6f"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_191cc2361b62916dd8ca,13,vanderbilt_public_reviewer_operator_packet_818dc8d994e529758537,candidate_fingerprint_review,vanderbilt_program_residency-pediatrics-https-pediatrics-vumc-org-residency_de4d3d621d7e,Pediatrics,26,/tmp/vanderbilt_reviewer_workbook_order_13.csv,/tmp/vanderbilt_reviewer_patch_order_13.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 13 --output /tmp/vanderbilt_reviewer_workbook_order_13.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_13.csv --output /tmp/vanderbilt_reviewer_patch_order_13.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_13.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_13.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":26,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_818dc8d994e529758537"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_7387f2b10d4e868ba29e,14,vanderbilt_public_reviewer_operator_packet_ce7dbd7acd9133a9486d,candidate_fingerprint_review,vanderbilt_program_residency-psychiatry-https-www-vumc-org-psychiatry-vanderbil_9e890001297c,Psychiatry,9,/tmp/vanderbilt_reviewer_workbook_order_14.csv,/tmp/vanderbilt_reviewer_patch_order_14.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 14 --output /tmp/vanderbilt_reviewer_workbook_order_14.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_14.csv --output /tmp/vanderbilt_reviewer_patch_order_14.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_14.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_14.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":9,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_ce7dbd7acd9133a9486d"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_09840455556b138ff8d9,15,vanderbilt_public_reviewer_operator_packet_00d5019278e1d73cc82c,candidate_fingerprint_review,vanderbilt_program_fellowship-rheumatology-https-pediatrics-vumc-org-rheumatolo_8487e7467659,Rheumatology,4,/tmp/vanderbilt_reviewer_workbook_order_15.csv,/tmp/vanderbilt_reviewer_patch_order_15.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 15 --output /tmp/vanderbilt_reviewer_workbook_order_15.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_15.csv --output /tmp/vanderbilt_reviewer_patch_order_15.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_15.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_15.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":4,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_00d5019278e1d73cc82c"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_6e0015eff3dca57b287f,16,vanderbilt_public_reviewer_operator_packet_3175917999110d2ad426,candidate_fingerprint_review,vanderbilt_program_fellowship-transplant-hepatology-https-medicine-vumc-org-tra_d36cd8651f0d,Transplant Hepatology,10,/tmp/vanderbilt_reviewer_workbook_order_16.csv,/tmp/vanderbilt_reviewer_patch_order_16.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 16 --output /tmp/vanderbilt_reviewer_workbook_order_16.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_16.csv --output /tmp/vanderbilt_reviewer_patch_order_16.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_16.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_16.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":10,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_3175917999110d2ad426"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_9ce4ad5fd00d5571c01d,17,vanderbilt_public_reviewer_operator_packet_59f244f0acaffcc308ee,linked_scope_metadata_review,vanderbilt_program_fellowship-advanced-endoscopy-https-medicine-vumc-org-advanc_20ef397616c3,Advanced Endoscopy,1,/tmp/vanderbilt_reviewer_workbook_order_17.csv,/tmp/vanderbilt_reviewer_patch_order_17.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 17 --output /tmp/vanderbilt_reviewer_workbook_order_17.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_17.csv --output /tmp/vanderbilt_reviewer_patch_order_17.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_17.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_17.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":1,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_59f244f0acaffcc308ee"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_e87f0d4a4207578681dc,18,vanderbilt_public_reviewer_operator_packet_0ae2f32f4e8dc8d0b370,linked_scope_metadata_review,vanderbilt_program_fellowship-advanced-inflammatory-bowel-disease-https-medicin_4a3960c8c48c,Advanced Inflammatory Bowel Disease,1,/tmp/vanderbilt_reviewer_workbook_order_18.csv,/tmp/vanderbilt_reviewer_patch_order_18.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 18 --output /tmp/vanderbilt_reviewer_workbook_order_18.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_18.csv --output /tmp/vanderbilt_reviewer_patch_order_18.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_18.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_18.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":1,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_0ae2f32f4e8dc8d0b370"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_808e0409a169164c152a,19,vanderbilt_public_reviewer_operator_packet_345ff46474ab836b5595,linked_scope_metadata_review,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,1,/tmp/vanderbilt_reviewer_workbook_order_19.csv,/tmp/vanderbilt_reviewer_patch_order_19.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 19 --output /tmp/vanderbilt_reviewer_workbook_order_19.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_19.csv --output /tmp/vanderbilt_reviewer_patch_order_19.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_19.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_19.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":1,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_345ff46474ab836b5595"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
vanderbilt_reviewer_workbook_slice_index_25f4783786bf2234d1e3,20,vanderbilt_public_reviewer_operator_packet_9e4cee1ad17c988591b2,route_recourse_review,vanderbilt_program_residency-orthopaedic-surgery-https-www-vumc-org-ortho-resid_070825d0060d,Orthopaedic Surgery,1,/tmp/vanderbilt_reviewer_workbook_order_20.csv,/tmp/vanderbilt_reviewer_patch_order_20.csv,python3 scripts/slice_vanderbilt_reviewer_decision_patch_workbook.py --execution-order 20 --output /tmp/vanderbilt_reviewer_workbook_order_20.csv,python3 scripts/extract_vanderbilt_reviewer_decision_patch.py --workbook /tmp/vanderbilt_reviewer_workbook_order_20.csv --output /tmp/vanderbilt_reviewer_patch_order_20.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_20.csv,python3 scripts/apply_vanderbilt_reviewer_decision_patch.py --patch /tmp/vanderbilt_reviewer_patch_order_20.csv --apply,python3 scripts/materialize_vanderbilt_candidate_reviewer_decision_audit.py && python3 scripts/materialize_vanderbilt_candidate_review_batch_packets.py && python3 scripts/materialize_vanderbilt_public_reviewer_operator_packets.py && python3 scripts/materialize_vanderbilt_reviewer_decision_patch_workbook.py,accepted_person_rows; person_ingestion; denominator_closure; parser_acceptance; scope_closure; url_rewrite; enrichment_acceptance; identity_collapse,fill_reviewer_decisions_without_operator_action; accept_person; ingest_person; close_denominator; verify_vanderbilt_school; rewrite_url; publish_raw_candidate_label; publish_raw_person_url; accept_enrichment; collapse_identity,6d61db6d2fa9a43034c35b401f2cc2d1b8a7b96b6a606368b825aa9822c2c173,18619a07cc9bf02fba3cf898dc3d21252b25f9c4a8adfb0d88d126a506bed3c3,0,false,false,false,false,"{""decision_row_count"":1,""operator_packet_key"":""vanderbilt_public_reviewer_operator_packet_9e4cee1ad17c988591b2"",""raw_candidate_names_committed"":false,""raw_person_urls_committed"":false,""slice_output_policy"":""tmp_only_default""}","Non-mutating Vanderbilt reviewer workbook slice index. It lists one bounded slice command per public reviewer operator packet and writes slices to /tmp by default. It does not fill reviewer decisions, include reviewer notes, publish raw candidate names or URLs, approve people, ingest people, close denominators, verify Vanderbilt as a school, rewrite URLs, accept enrichment facts, or collapse identities.",2026-06-09T07:04:03.560983+00:00
