candidate_key,official_program_key,official_program_type,official_program_name,official_department,identifier_type,identifier_value,identifier_source,source_program_specialty,source_program_name,source_city,source_state,source_status_json,source_url,candidate_status,confidence,match_reasons_json,evidence_json,observed_at
program_identifier_candidate_hup-gme-fellowship-gynecologic-oncology-59b3af56_72dd5050dbca4fcf,hup_gme_fellowship_gynecologic-oncology_59b3af566d85,fellowship,Gynecologic Oncology,Obstetrics and Gynecology,acgme_program_code,2254122005,acgme_public_program_search,Gynecologic oncology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2254122005,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""31860"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/gynecologic-oncology""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-hand-surgery-5faaba3977b3-acg_51d37bcff34f66e6,hup_gme_fellowship_hand-surgery_5faaba3977b3,fellowship,Hand Surgery,Orthopedic Surgery,acgme_program_code,2634121004,acgme_public_program_search,Hand surgery (Orthopaedic surgery),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2634121004,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3972"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/fellowships/hand-surgery""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-hematology-and-oncology-714bb_2d1d1613eadbe15f,hup_gme_fellowship_hematology-and-oncology_714bbd032771,fellowship,Hematology and Oncology,Internal Medicine,acgme_program_code,1554121081,acgme_public_program_search,Hematology and medical oncology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1554121081,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""2791"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/education-and-training/hematology-oncology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-hematopathology-07d280563504-_734a8184be06f03a,hup_gme_fellowship_hematopathology_07d280563504,fellowship,Hematopathology,Pathology and Laboratory Medicine,acgme_program_code,3114121069,acgme_public_program_search,Hematopathology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3114121069,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""4521"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/clinical-chemistry-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-hospice-and-palliative-medici_8876ab552731f11f,hup_gme_fellowship_hospice-and-palliative-medicine_3b63fff1c082,fellowship,Hospice and Palliative Medicine,Internal Medicine,acgme_program_code,5404114048,acgme_public_program_search,Hospice and palliative medicine (multidisciplinary),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5404114048,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""9952"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/fellowship-program-in-hospice-and-palliative-medicine""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-hospice-and-palliative-medici_36de9f8278d74a9e,hup_gme_fellowship_hospice-and-palliative-medicine_3b63fff1c082,fellowship,Hospice and Palliative Medicine,Internal Medicine,acgme_program_code,5404132013,acgme_public_program_search,Hospice and palliative medicine (multidisciplinary),Children's Hospital of Philadelphia Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5404132013,review_acgme_identifier_candidate,0.71,"[""exact_specialty_name_match"", ""acgme_name_matches_chop_affiliate_context"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""9750"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/education-and-training/fellowship-program-in-hospice-and-palliative-medicine""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-infectious-disease-0dac4aa18b_056c2c0bcf38e183,hup_gme_fellowship_infectious-disease_0dac4aa18b6b,fellowship,Infectious Disease,Internal Medicine,acgme_program_code,1464121022,acgme_public_program_search,Infectious disease,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1464121022,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""2348"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-interventional-cardiology-401_cff396b3b5e8f3e7,hup_gme_fellowship_interventional-cardiology_401bf7cf2852,fellowship,Interventional Cardiology,Internal Medicine,acgme_program_code,1524112057,acgme_public_program_search,Interventional cardiology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1524112057,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""2271"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-cardiovascular-medicine/education-and-training/fellowship-programs/interventional-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-maternal-fetal-medicine-fa13c_d91bb08d7b9568f8,hup_gme_fellowship_maternal-fetal-medicine_fa13cced70c8,fellowship,Maternal Fetal Medicine,Obstetrics and Gynecology,acgme_program_code,2304122004,acgme_public_program_search,Maternal-fetal medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2304122004,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""32684"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/maternal-fetal-medicine""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-micrographic-surgery-and-derm_e8deb28bd8e4a5da,hup_gme_fellowship_micrographic-surgery-and-dermatologic-oncology_c2b7a901e48d,fellowship,Micrographic Surgery and Dermatologic Oncology,Dermatology,acgme_program_code,0814121048,acgme_public_program_search,Micrographic surgery and dermatologic oncology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=0814121048,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""10564"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://dermatology.upenn.edu/education/fellowship-training/micrographic-oncology-fellowship/""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-molecular-genetic-pathology-d_52a5124e04385cb4,hup_gme_fellowship_molecular-genetic-pathology_d07dc958c36e,fellowship,Molecular Genetic Pathology,Pathology and Laboratory Medicine,acgme_program_code,1904121001,acgme_public_program_search,Molecular genetic pathology (multidisciplinary),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1904121001,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""8361"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/molecular-genetic-pathology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-nephrology-265b65bb97a4-acgme_888154799a3aad1c,hup_gme_fellowship_nephrology_265b65bb97a4,fellowship,Nephrology,Internal Medicine,acgme_program_code,1484121018,acgme_public_program_search,Nephrology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1484121018,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""1929"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/renal-electrolyte-and-hypertension-division/education-and-training/fellowship-programs""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neurocritical-care-19de282b31_d8602055279d482c,hup_gme_fellowship_neurocritical-care_19de282b318f,fellowship,Neurocritical Care,Neurology,acgme_program_code,5504118004,acgme_public_program_search,Neurocritical care (multidisciplinary),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5504118004,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""55085"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neurocritical-care_17.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neuromuscular-medicine-c7eb4b_49937004f0911b5b,hup_gme_fellowship_neuromuscular-medicine_c7eb4bea296a,fellowship,Neuromuscular Medicine,Neurology,acgme_program_code,1834118010,acgme_public_program_search,Neuromuscular medicine (Neurology),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1834118010,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""25948"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neuromuscular.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neuromuscular-medicine-c7eb4b_e86280d715e19c5f,hup_gme_fellowship_neuromuscular-medicine_c7eb4bea296a,fellowship,Neuromuscular Medicine,Neurology,acgme_program_code,1834118002,acgme_public_program_search,Neuromuscular medicine (Neurology),Children's Hospital of Philadelphia Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1834118002,review_acgme_identifier_candidate,0.71,"[""exact_specialty_name_match"", ""acgme_name_matches_chop_affiliate_context"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""61571"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://neurofellowships.uphs.upenn.edu/p/neuromuscular.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neuropathology-91745daad371-a_158a8a7d2ecf7ea0,hup_gme_fellowship_neuropathology_91745daad371,fellowship,Neuropathology,Pathology and Laboratory Medicine,acgme_program_code,3154121041,acgme_public_program_search,Neuropathology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3154121041,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""4717"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/neuropathology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neuroradiology-a03354b18d0c-a_6b06da37f0de2fe6,hup_gme_fellowship_neuroradiology_a03354b18d0c,fellowship,Neuroradiology,Radiology,acgme_program_code,4234121037,acgme_public_program_search,Neuroradiology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4234121037,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6592"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/fellowships/fellowship-programs/accredited-fellowships/neuroradiology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-neurotology-f89fea3ba5fc-acgm_c1d271d548c35861,hup_gme_fellowship_neurotology_f89fea3ba5fc,fellowship,Neurotology,Otorhinolaryngology,acgme_program_code,2864128018,acgme_public_program_search,Neurotology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2864128018,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""27698"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://oto.med.upenn.edu/fellowship-programs/neurotology/""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-nuclear-radiology-3a32f8a1774_e7d8e1b70d9d7103,hup_gme_fellowship_nuclear-radiology_3a32f8a1774f,fellowship,Nuclear Radiology,Radiology,acgme_program_code,4254121043,acgme_public_program_search,Nuclear radiology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4254121043,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6881"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/fellowships/fellowship-programs/accredited-fellowships/nuclear-radiology-fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-ophthalmology-f4971044db75-ac_97b002355625d37e,hup_gme_fellowship_ophthalmology_f4971044db75,fellowship,Ophthalmology,Ophthalmology,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/ophthalmology/education-and-training/fellowships-in-ophthalmology"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-pain-medicine-384642e8f0d1-ac_d48ea69885dbff18,hup_gme_fellowship_pain-medicine_384642e8f0d1,fellowship,Pain Medicine,Anesthesiology,acgme_program_code,5304104026,acgme_public_program_search,Pain medicine (multidisciplinary),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5304104026,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""215"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-plastic-surgery-b33a31a2ab76-_9b540bcb091b53bf,hup_gme_fellowship_plastic-surgery_b33a31a2ab76,fellowship,Plastic Surgery,Surgery,acgme_program_code,3604121089,acgme_public_program_search,Plastic surgery,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3604121089,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""5875"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-pulmonary-disease-and-critica_6d7cc43747c04281,hup_gme_fellowship_pulmonary-disease-and-critical-care-medicine_9c4d89b19f6a,fellowship,Pulmonary Disease and Critical Care Medicine,Internal Medicine,acgme_program_code,1564121088,acgme_public_program_search,Pulmonary disease and critical care medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1564121088,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""2830"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/education-and-training/fellowship-offerings""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-reproductive-endocrinology-an_5ef06defc285fa5a,hup_gme_fellowship_reproductive-endocrinology-and-infertility_2a70bffffe74,fellowship,Reproductive Endocrinology and Infertility,Obstetrics and Gynecology,acgme_program_code,2354122003,acgme_public_program_search,Reproductive endocrinology and infertility,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2354122003,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""33246"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/reproductive-endocrinology""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-rheumatology-9d68fdcba87c-acg_8f4c61acaacebcfe,hup_gme_fellowship_rheumatology_9d68fdcba87c,fellowship,Rheumatology,Internal Medicine,acgme_program_code,1504121015,acgme_public_program_search,Rheumatology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1504121015,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""2341"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/rheumatology/education-and-training/fellowship-programs""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-sleep-medicine-06588f67c016-a_762eda6011f8808b,hup_gme_fellowship_sleep-medicine_06588f67c016,fellowship,Sleep Medicine,Internal Medicine,acgme_program_code,5204114051,acgme_public_program_search,Sleep medicine (multidisciplinary),University of Pennsylvania Health System/Children's Hospital of Philadelphia Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=5204114051,strong_acgme_identifier_candidate,0.87,"[""exact_specialty_name_match"", ""acgme_name_matches_penn_chop_joint_program"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""8984"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/sleepctr/clinical-fellowship.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-soft-tissue-and-bone-selectiv_4dde2e6e3403823d,hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f,fellowship,Soft Tissue/Bone (Selective),Pathology and Laboratory Medicine,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://pathology.med.upenn.edu/education/fellowships/programs/soft-tissue-bone"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_46d8fe877e6f2150,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,Family Medicine,acgme_program_code,1274112118,acgme_public_program_search,Sports medicine (Family medicine),University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1274112118,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""9563"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_a7824b110c493929,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,Family Medicine,acgme_program_code,1574112004,acgme_public_program_search,Sports medicine (Internal medicine),Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1574112004,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7736"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_03918874c8155a9f,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,Family Medicine,acgme_program_code,1274121033,acgme_public_program_search,Sports medicine (Family medicine),University of Pennsylvania Health System Program,Ridley Park,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=1274121033,ambiguous_acgme_identifier_candidate,0.85,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_non_philadelphia""]","{""acgme_data_item_key"": ""952"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-fellowship-sports-medicine-44f544a38b94-_d3f9558a091413d1,hup_gme_fellowship_sports-medicine_44f544a38b94,fellowship,Sports Medicine,Family Medicine,acgme_program_code,2684131110,acgme_public_program_search,Orthopaedic sports medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2684131110,ambiguous_acgme_identifier_candidate,0.8,"[""specialty_substring_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""9685"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship""}",2026-06-02T10:06:52.674352+00:00
