candidate_key,official_program_key,official_program_type,official_program_name,official_department,identifier_type,identifier_value,identifier_source,source_program_specialty,source_program_name,source_city,source_state,source_status_json,source_url,candidate_status,confidence,match_reasons_json,evidence_json,observed_at
program_identifier_candidate_hup-gme-residency-obstetrics-and-gynecology-6b90_b0dda2c24ede34e0,hup_gme_residency_obstetrics-and-gynecology_6b909ad970f4,residency,Obstetrics and Gynecology,Obstetrics and Gynecology,acgme_program_code,2204111252,acgme_public_program_search,Obstetrics and gynecology,University of Pennsylvania Health System/Pennsylvania Hospital Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2204111252,strong_acgme_identifier_candidate,0.81,"[""exact_specialty_name_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3182"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/residency-programs/obgyn-residency-program-hup""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-occupational-and-environmental_fc3e71a64c5d42c1,hup_gme_residency_occupational-and-environmental-medicine-preventa_810241037885,residency,Occupational and Environmental Medicine (Preventative Medicine),Emergency Medicine,acgme_program_code,3824177124,acgme_public_program_search,Occupational and environmental medicine,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3824177124,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7645"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/oem/residency.shtml""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-ophthalmology-35ee6848ce23-acg_df3c410b9a1293e4,hup_gme_residency_ophthalmology_35ee6848ce23,residency,Ophthalmology,Ophthalmology,acgme_program_code,2404121136,acgme_public_program_search,Ophthalmology,University of Pennsylvania Health System/Scheie Eye Institute Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2404121136,strong_acgme_identifier_candidate,0.81,"[""exact_specialty_name_match"", ""acgme_name_mentions_university_of_pennsylvania"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""3739"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/ophthalmology/education-and-training/residency-training""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-oral-medicine-4c197db99fe3-acg_efd719ae2040c0c6,hup_gme_residency_oral-medicine_4c197db99fe3,residency,Oral Medicine,Oral and Maxillofacial Surgery,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://www.dental.upenn.edu/admissions-academics/graduate-dental-education-programs/oral-medicine-residency-program/"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-oral-and-maxillofacial-surgery_88abe6e778ac269a,hup_gme_residency_oral-and-maxillofacial-surgery_7c60f778bc7c,residency,Oral and Maxillofacial Surgery,Oral and Maxillofacial Surgery,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://www.dental.upenn.edu/admissions-academics/graduate-dental-education-programs/oral-maxillofacial-surgery-residency-m-d/"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-orthopedic-surgery-330c2c3b2f0_381a14224aa3798f,hup_gme_residency_orthopedic-surgery_330c2c3b2f0f,residency,Orthopedic Surgery,Orthopedic Surgery,acgme_program_code,2604121023,acgme_public_program_search,Orthopaedic surgery,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2604121023,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""4228"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/orthopaedic-surgery/education-and-training/residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-otorhinolaryngology-4f0716f08f_3aedff1a6888f619,hup_gme_residency_otorhinolaryngology_4f0716f08fed,residency,Otorhinolaryngology,Otorhinolaryngology,acgme_program_code,2804121095,acgme_public_program_search,Otolaryngology - Head and Neck Surgery,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=2804121095,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""4571"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://oto.med.upenn.edu/education/residency-program/""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-pathology-anatomic-and-clinica_3151dff8f3fc9f87,hup_gme_residency_pathology-anatomic-and-clinical_611fe58e800d,residency,Pathology - Anatomic and Clinical,Pathology and Laboratory Medicine,acgme_program_code,3004121314,acgme_public_program_search,Pathology-anatomic and clinical,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3004121314,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""4278"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://pathology.med.upenn.edu/education/residency/overview""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-physical-medicine-and-rehabili_20582a5b4cc648bf,hup_gme_residency_physical-medicine-and-rehabilitation_06323972b6bf,residency,Physical Medicine and Rehabilitation,Physical Medicine and Rehabilitation,acgme_program_code,3404121058,acgme_public_program_search,Physical medicine and rehabilitation,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3404121058,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""5509"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-plastic-surgery-integrated-17f_5731c21248951979,hup_gme_residency_plastic-surgery-integrated_17f8bbadcda0,residency,Plastic Surgery - Integrated,Surgery,acgme_program_code,3624100159,acgme_public_program_search,Plastic Surgery - Integrated,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=3624100159,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""10982"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-podiatric-surgery-c2e692aab293_745d0c376830603c,hup_gme_residency_podiatric-surgery_c2e692aab293,residency,Podiatric Surgery,Podiatric Surgery,acgme_program_code,,acgme_public_program_search,,,,Pennsylvania,,,no_acgme_identifier_found,0.0,[],"{""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/podiatry-and-podiatric-surgery/education-and-training/residency-program/overview"", ""reason"": ""No Pennsylvania ACGME row crossed the conservative Penn affiliation and specialty threshold.""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-psychiatry-90edd37f0063-acgme-_78033ff5a65c339e,hup_gme_residency_psychiatry_90edd37f0063,residency,Psychiatry,Psychiatry,acgme_program_code,4004111193,acgme_public_program_search,Psychiatry,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4004111193,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6072"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/psychres.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-psychiatry-90edd37f0063-acgme-_f341d2b5c5869c2f,hup_gme_residency_psychiatry_90edd37f0063,residency,Psychiatry,Psychiatry,acgme_program_code,4004121197,acgme_public_program_search,Psychiatry,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4004121197,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6076"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/psychiatry/psychres.html""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-radiation-oncology-1ae0f3bafe3_f3ad937f745752a9,hup_gme_residency_radiation-oncology_1ae0f3bafe3a,residency,Radiation Oncology,Radiation Oncology,acgme_program_code,4304121087,acgme_public_program_search,Radiation oncology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4304121087,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6649"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www.med.upenn.edu/radiationoncologymedicalresidency/""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-radiology-diagnostic-a67e80f56_e14473dfb8fbce22,hup_gme_residency_radiology-diagnostic_a67e80f56ce0,residency,Radiology - Diagnostic,Radiology,acgme_program_code,4204121175,acgme_public_program_search,Radiology-diagnostic,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4204121175,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6527"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-radiology-diagnostic-a67e80f56_b221ff481f605952,hup_gme_residency_radiology-diagnostic_a67e80f56ce0,residency,Radiology - Diagnostic,Radiology,acgme_program_code,4204131171,acgme_public_program_search,Radiology-diagnostic,Pennsylvania Hospital of the University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""5"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4204131171,ambiguous_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""6533"", ""acgme_status_cell"": "",5,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-radiology-interventional-indep_289fbb2fd9cc87ac,hup_gme_residency_radiology-interventional-independent_951079567585,residency,"Radiology - Interventional, Independent",Radiology,acgme_program_code,4154100001,acgme_public_program_search,Interventional radiology - independent,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4154100001,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""28170"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-radiology-interventional-integ_469761aa7a7c777d,hup_gme_residency_radiology-interventional-integrated_278955441e4c,residency,"Radiology - Interventional, Integrated",Radiology,acgme_program_code,4164100002,acgme_public_program_search,Interventional radiology - integrated,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4164100002,strong_acgme_identifier_candidate,0.89,"[""specialty_alias_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""28171"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/irdr-interventional-radiology""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-thoracic-surgery-integrated-d1_7dacbdeb8219e5ed,hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a,residency,Thoracic Surgery - Integrated,Surgery,acgme_program_code,4614121082,acgme_public_program_search,Thoracic surgery - integrated,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4614121082,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""10156"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/cardiothoracic-residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-urology-c8ae21f3f7ee-acgme-480_6cc3d9b240fb9dbb,hup_gme_residency_urology_c8ae21f3f7ee,residency,Urology,Surgery,acgme_program_code,4804121134,acgme_public_program_search,Urology,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4804121134,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""7313"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/urology-residency""}",2026-06-02T10:06:52.674352+00:00
program_identifier_candidate_hup-gme-residency-vascular-surgery-integrated-ef_193245c6e0192d31,hup_gme_residency_vascular-surgery-integrated_ef92a75c5715,residency,Vascular Surgery Integrated,Surgery,acgme_program_code,4514100120,acgme_public_program_search,Vascular surgery - integrated,University of Pennsylvania Health System Program,Philadelphia,Pennsylvania,"{""1"":1,""9"":1}",https://apps.acgme.org/ads/Public/Programs/Detail?orgCode=4514100120,strong_acgme_identifier_candidate,0.91,"[""exact_specialty_name_match"", ""acgme_name_matches_university_of_pennsylvania_health_system"", ""program_type_matches_acgme_specialty_family"", ""acgme_city_philadelphia""]","{""acgme_data_item_key"": ""10961"", ""acgme_status_cell"": "",1,9,"", ""candidate_is_non_mutating"": true, ""official_program_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/vascular-surgery-integrated-residency""}",2026-06-02T10:06:52.674352+00:00
