official_profile_discovery_batch_key,execution_order,discovery_lane,role,batch_status,ready_to_execute,source_domain,query_status_signature,candidate_status_signature,workbench_count,person_count,query_count,observed_query_count,unsearched_query_count,blocked_query_count,successful_query_count,direct_probe_count,candidate_count,official_candidate_count,low_signal_candidate_count,max_discovery_priority,min_discovery_priority,top_programs,top_source_domains,query_status_counts_json,candidate_status_counts_json,recommended_operator_action,execution_instructions,required_next_evidence,target_artifact,top_workbench_rows_json,evidence_json,generated_at
official_profile_discovery_batch_8740e98c65d275f15b53,1,review_official_profile_candidate,fellow,profile_candidate_review_ready,1,www3.pennmedicine.org,planned_not_executed,low_signal_search_result,14,14,42,0,42,0,0,0,83,14,69,1040,980,"Endocrinology, Diabetes and Metabolism Fellowship; Trauma and Surgical Critical Care Fellowship; Vascular Surgery Fellowship; Microvascular Reconstructive Surgery Fellowship; Infectious Diseases Fellowship",www3.pennmedicine.org:28,"{""planned_not_executed"": 42}","{""low_signal_search_result"": 69, ""official_profile_candidate"": 14}",work_profile_candidate_review_batch_and_record_decisions,"Review same-person identity, official source ownership, route drift, source hash, and current profile context before writing official_profile_reviewer_decisions.csv.","Current official profile candidate reobserved with same-person name/program context, non-generic route, source hash, and reviewer decision.",artifacts/data/official_profile_reviewer_decisions.csv,"[{""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Jackie Zhang, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_jackie-zhang-md_1cc440dab925"", ""profile_workbench_key"": ""official_profile_workbench_2e56b194753d46088454"", ""program_name"": ""Vascular Surgery Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/microvascular-reconstructive-surgery-fellowship/fellows/laura-barnes"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Laura Barnes, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_laura-barnes-md_503959d8cc53"", ""profile_workbench_key"": ""official_profile_workbench_6d3b4db02815fbc110c3"", ""program_name"": ""Microvascular Reconstructive Surgery Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Madison Harris, DO"", ""official_candidate_count"": 1, ""person_key"": ""person_madison-harris-do_b296586278e6"", ""profile_workbench_key"": ""official_profile_workbench_0306438a693a45684a5a"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1000, ""display_name"": ""Mary Decoteau, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_mary-decoteau-md_107185e399b5"", ""profile_workbench_key"": ""official_profile_workbench_b66b2fb110a39de6aa12"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1000, ""display_name"": ""Michael Weykamp, MD, MS"", ""official_candidate_count"": 1, ""person_key"": ""person_michael-weykamp-md-ms_df24588b4705"", ""profile_workbench_key"": ""official_profile_workbench_c4ea20e8c59761f399aa"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/mascaro-javier"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Javier Ocampo Mascaro, MD"", ""official_candidate_count"": 1, ""person_key"": ""javier ocampo mascaro"", ""profile_workbench_key"": ""official_profile_workbench_7cc81218b147fb92cbde"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/koehler-kurt"", ""blocked_query_count"": 0, ""candidate_count"": 10, ""discovery_priority"": 980, ""display_name"": ""Kurt Koehler, MD"", ""official_candidate_count"": 1, ""person_key"": ""kurt koehler"", ""profile_workbench_key"": ""official_profile_workbench_03a1116b6e75d9418685"", ""program_name"": ""Infectious Diseases Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/riordan-marianne"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Marianne Riordan, MBChB"", ""official_candidate_count"": 1, ""person_key"": ""marianne riordan"", ""profile_workbench_key"": ""official_profile_workbench_212c6bc282b1b958e55f"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/dapas-natalie"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Natalie Dapas, MD"", ""official_candidate_count"": 1, ""person_key"": ""natalie dapas"", ""profile_workbench_key"": ""official_profile_workbench_51029362f7e584baa3d3"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/dolnik-pamela"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Pamela Anne Dolnik, MD"", ""official_candidate_count"": 1, ""person_key"": ""pamela anne dolnik"", ""profile_workbench_key"": ""official_profile_workbench_4eca8a01c4ea29828b29"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/chu-patricia"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Patricia Yea Chu, MD"", ""official_candidate_count"": 1, ""person_key"": ""patricia yea chu"", ""profile_workbench_key"": ""official_profile_workbench_4eec871630c290cfdb63"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/mamtani-raashi"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Raashi Mamtani, DO"", ""official_candidate_count"": 1, ""person_key"": ""raashi mamtani"", ""profile_workbench_key"": ""official_profile_workbench_f4de146de517daa5d5be"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}]","{""candidate_status_counts"": {""low_signal_search_result"": 69, ""official_profile_candidate"": 14}, ""policy"": {""accepted_profile_url_requires"": [""official_profile_reviewer_decisions.csv row"", ""matching profile_fingerprint"", ""source ownership and same-person/current-context confirmations"", ""official_profile_reviewer_decision_audit acceptance""], ""non_mutating"": true}, ""profile_workbench_keys"": [""official_profile_workbench_2e56b194753d46088454"", ""official_profile_workbench_6d3b4db02815fbc110c3"", ""official_profile_workbench_0306438a693a45684a5a"", ""official_profile_workbench_b66b2fb110a39de6aa12"", ""official_profile_workbench_c4ea20e8c59761f399aa"", ""official_profile_workbench_7cc81218b147fb92cbde"", ""official_profile_workbench_03a1116b6e75d9418685"", ""official_profile_workbench_212c6bc282b1b958e55f"", ""official_profile_workbench_51029362f7e584baa3d3"", ""official_profile_workbench_4eca8a01c4ea29828b29"", ""official_profile_workbench_4eec871630c290cfdb63"", ""official_profile_workbench_f4de146de517daa5d5be"", ""official_profile_workbench_a31fc5bee3eb7a2e9207"", ""official_profile_workbench_ddd6e97a72f1fc4f20d8""], ""query_status_counts"": {""planned_not_executed"": 42}, ""top_workbench_rows"": [{""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Jackie Zhang, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_jackie-zhang-md_1cc440dab925"", ""profile_workbench_key"": ""official_profile_workbench_2e56b194753d46088454"", ""program_name"": ""Vascular Surgery Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/microvascular-reconstructive-surgery-fellowship/fellows/laura-barnes"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Laura Barnes, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_laura-barnes-md_503959d8cc53"", ""profile_workbench_key"": ""official_profile_workbench_6d3b4db02815fbc110c3"", ""program_name"": ""Microvascular Reconstructive Surgery Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Madison Harris, DO"", ""official_candidate_count"": 1, ""person_key"": ""person_madison-harris-do_b296586278e6"", ""profile_workbench_key"": ""official_profile_workbench_0306438a693a45684a5a"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1000, ""display_name"": ""Mary Decoteau, MD"", ""official_candidate_count"": 1, ""person_key"": ""person_mary-decoteau-md_107185e399b5"", ""profile_workbench_key"": ""official_profile_workbench_b66b2fb110a39de6aa12"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 1000, ""display_name"": ""Michael Weykamp, MD, MS"", ""official_candidate_count"": 1, ""person_key"": ""person_michael-weykamp-md-ms_df24588b4705"", ""profile_workbench_key"": ""official_profile_workbench_c4ea20e8c59761f399aa"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/mascaro-javier"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Javier Ocampo Mascaro, MD"", ""official_candidate_count"": 1, ""person_key"": ""javier ocampo mascaro"", ""profile_workbench_key"": ""official_profile_workbench_7cc81218b147fb92cbde"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/infectious-diseases/education-and-training/fellowship-program/current-fellows/second-year-fellows/koehler-kurt"", ""blocked_query_count"": 0, ""candidate_count"": 10, ""discovery_priority"": 980, ""display_name"": ""Kurt Koehler, MD"", ""official_candidate_count"": 1, ""person_key"": ""kurt koehler"", ""profile_workbench_key"": ""official_profile_workbench_03a1116b6e75d9418685"", ""program_name"": ""Infectious Diseases Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/riordan-marianne"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Marianne Riordan, MBChB"", ""official_candidate_count"": 1, ""person_key"": ""marianne riordan"", ""profile_workbench_key"": ""official_profile_workbench_212c6bc282b1b958e55f"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/dapas-natalie"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Natalie Dapas, MD"", ""official_candidate_count"": 1, ""person_key"": ""natalie dapas"", ""profile_workbench_key"": ""official_profile_workbench_51029362f7e584baa3d3"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/dolnik-pamela"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Pamela Anne Dolnik, MD"", ""official_candidate_count"": 1, ""person_key"": ""pamela anne dolnik"", ""profile_workbench_key"": ""official_profile_workbench_4eca8a01c4ea29828b29"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/chu-patricia"", ""blocked_query_count"": 0, ""candidate_count"": 7, ""discovery_priority"": 980, ""display_name"": ""Patricia Yea Chu, MD"", ""official_candidate_count"": 1, ""person_key"": ""patricia yea chu"", ""profile_workbench_key"": ""official_profile_workbench_4eec871630c290cfdb63"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}, {""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/division-of-endocrinology-diabetes-and-metabolism/education-and-training/endcrinology-fellowship-programs/fellows/recent-graduates/mamtani-raashi"", ""blocked_query_count"": 0, ""candidate_count"": 5, ""discovery_priority"": 980, ""display_name"": ""Raashi Mamtani, DO"", ""official_candidate_count"": 1, ""person_key"": ""raashi mamtani"", ""profile_workbench_key"": ""official_profile_workbench_f4de146de517daa5d5be"", ""program_name"": ""Endocrinology, Diabetes and Metabolism Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 3}]}",2026-06-03T08:48:37.154140+00:00
official_profile_discovery_batch_b92e1202f56ccf16f19d,2,review_official_profile_candidate,fellow,profile_candidate_review_ready,1,www3.pennmedicine.org,executed_blocked_by_search_endpoint,low_signal_search_result,1,1,3,3,0,3,0,0,5,1,4,1040,1040,Trauma and Surgical Critical Care Fellowship,www3.pennmedicine.org:2,"{""executed_blocked_by_search_endpoint"": 3}","{""low_signal_search_result"": 4, ""official_profile_candidate"": 1}",work_profile_candidate_review_batch_and_record_decisions,"Review same-person identity, official source ownership, route drift, source hash, and current profile context before writing official_profile_reviewer_decisions.csv.","Current official profile candidate reobserved with same-person name/program context, non-generic route, source hash, and reviewer decision.",artifacts/data/official_profile_reviewer_decisions.csv,"[{""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski"", ""blocked_query_count"": 3, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Allan Stolarski, MD, MS"", ""official_candidate_count"": 1, ""person_key"": ""person_allan-stolarski-md-ms_bb615dd872ac"", ""profile_workbench_key"": ""official_profile_workbench_981c82e7c6682d77f4e7"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 0}]","{""candidate_status_counts"": {""low_signal_search_result"": 4, ""official_profile_candidate"": 1}, ""policy"": {""accepted_profile_url_requires"": [""official_profile_reviewer_decisions.csv row"", ""matching profile_fingerprint"", ""source ownership and same-person/current-context confirmations"", ""official_profile_reviewer_decision_audit acceptance""], ""non_mutating"": true}, ""profile_workbench_keys"": [""official_profile_workbench_981c82e7c6682d77f4e7""], ""query_status_counts"": {""executed_blocked_by_search_endpoint"": 3}, ""top_workbench_rows"": [{""best_candidate_domain"": ""www3.pennmedicine.org"", ""best_candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski"", ""blocked_query_count"": 3, ""candidate_count"": 5, ""discovery_priority"": 1040, ""display_name"": ""Allan Stolarski, MD, MS"", ""official_candidate_count"": 1, ""person_key"": ""person_allan-stolarski-md-ms_bb615dd872ac"", ""profile_workbench_key"": ""official_profile_workbench_981c82e7c6682d77f4e7"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""query_count"": 3, ""role"": ""fellow"", ""unsearched_query_count"": 0}]}",2026-06-03T08:48:37.154140+00:00
