raw_value,event_type,mention_count,resolver_status,canonical_name
University of Florida,residency_program,1,cleaned_label,University of Florida
University of Florida College of Medicine,medical_school,1,cleaned_label,University of Florida College of Medicine
University of Ghana Medical School,medical_school,1,cleaned_label,University of Ghana Medical School
University of Illinois College of Medicine,medical_school,1,cleaned_label,University of Illinois College of Medicine
University of Illinois College of Medicine at Chicago,medical_school,1,cleaned_label,University of Illinois College of Medicine at Chicago
University of Illinois at Chicago,medical_school,1,cleaned_label,University of Illinois at Chicago
University of Illinois at Chicago College of Medicine,medical_school,1,cleaned_label,University of Illinois at Chicago College of Medicine
University of Iowa Roy J and Lucille A Carver College,medical_school,1,cleaned_label,University of Iowa Roy J and Lucille A Carver College
University of Iowa Roy J and Lucille A Carver College of Medicine,medical_school,1,cleaned_label,University of Iowa Roy J and Lucille A Carver College of Medicine
University of Kentucky College of Medicine. Doctor of Medicine,medical_school,1,cleaned_label,University of Kentucky College of Medicine. Doctor of Medicine
University of Limerick Graduate Medical School,medical_school,1,cleaned_label,University of Limerick Graduate Medical School
University of Maryland,undergraduate_school,1,cleaned_label,University of Maryland
University of Maryland School of Medicine,medical_school,1,cleaned_label,University of Maryland School of Medicine
"University of Massachusetts Chan School of Medicine-Baystate, Springfield, MA",residency_program,1,cleaned_label,"University of Massachusetts Chan School of Medicine-Baystate, Springfield, MA"
University of Massachusetts Medical School,medical_school,1,cleaned_label,University of Massachusetts Medical School
University of Massachusetts T.H. Chan School of Medicine,medical_school,1,cleaned_label,University of Massachusetts T.H. Chan School of Medicine
University of Miami,medical_school,1,cleaned_label,University of Miami
University of Miami,residency_program,1,cleaned_label,University of Miami
"University of Miami, Jackson Health System",residency_program,1,cleaned_label,"University of Miami, Jackson Health System"
University of Miami-Jackson,residency_program,1,cleaned_label,University of Miami-Jackson
University of Michigan,residency_program,1,cleaned_label,University of Michigan
University of Michigan,undergraduate_school,1,cleaned_label,University of Michigan
University of Michigan (Medicine/Pediatrics),residency_program,1,cleaned_label,University of Michigan (Medicine/Pediatrics)
University of Minnesota,medical_school,1,cleaned_label,University of Minnesota
University of Minnesota Medical School,medical_school,1,cleaned_label,University of Minnesota Medical School
"University of Minnesota Medical School, Twin Cities",medical_school,1,cleaned_label,"University of Minnesota Medical School, Twin Cities"
University of Minnesota-Twin Cities,medical_school,1,cleaned_label,University of Minnesota-Twin Cities
University of Missouri School of Medicine,medical_school,1,cleaned_label,University of Missouri School of Medicine
University of Missouri-Kansas City,residency_program,1,cleaned_label,University of Missouri-Kansas City
University of Nebraska - Lincoln,undergraduate_school,1,cleaned_label,University of Nebraska - Lincoln
University of Nebraska Medical Center,medical_school,1,cleaned_label,University of Nebraska Medical Center
University of North Carolina,residency_program,1,cleaned_label,University of North Carolina
University of North Carolina at Chapel Hill,medical_school,1,cleaned_label,University of North Carolina at Chapel Hill
"University of North Carolina at Chapel Hill, Chapel Hill, NC",medical_school,1,cleaned_label,"University of North Carolina at Chapel Hill, Chapel Hill, NC"
University of Oklahoma,undergraduate_school,1,cleaned_label,University of Oklahoma
University of Oklahoma College of Medicine,medical_school,1,cleaned_label,University of Oklahoma College of Medicine
University of Ottawa,medical_school,1,cleaned_label,University of Ottawa
University of Pennsylvania,graduate_school,1,cleaned_label,University of Pennsylvania
University of Pennsylvania,undergraduate_school,1,cleaned_label,University of Pennsylvania
"University of Pennsylvania Health System, Pennsylvania Hospital",residency_program,1,cleaned_label,"University of Pennsylvania Health System, Pennsylvania Hospital"
University of Pennsylvania Perelman School of Medicine,medical_school,1,cleaned_label,University of Pennsylvania Perelman School of Medicine
University of Pennsylvania School of Medicine Residency: Northwestern Memorial Hospital,medical_school,1,cleaned_label,University of Pennsylvania School of Medicine Residency: Northwestern Memorial Hospital
"University of Pennsylvania, Chief Resident",residency_program,1,cleaned_label,"University of Pennsylvania, Chief Resident"
University of Pittsburgh,undergraduate_school,1,cleaned_label,University of Pittsburgh
University of Pittsburgh Medical Center,residency_program,1,cleaned_label,University of Pittsburgh Medical Center
University of Pittsburgh School of Medicine,medical_school,1,cleaned_label,University of Pittsburgh School of Medicine
University of Puerto Rico,medical_school,1,cleaned_label,University of Puerto Rico
University of Puerto Rico,residency_program,1,cleaned_label,University of Puerto Rico
University of Puerto Rico,undergraduate_school,1,cleaned_label,University of Puerto Rico
University of Rochester Medical Center,residency_program,1,cleaned_label,University of Rochester Medical Center
University of South Florida,medical_school,1,cleaned_label,University of South Florida
University of South Florida Morsani College of Medicine,medical_school,1,cleaned_label,University of South Florida Morsani College of Medicine
University of Tennessee,medical_school,1,cleaned_label,University of Tennessee
University of Tennessee Health Science,medical_school,1,cleaned_label,University of Tennessee Health Science
University of Tennessee Health Science Center College of Medicine,medical_school,1,cleaned_label,University of Tennessee Health Science Center College of Medicine
University of Tennessee Health Sciences Center,medical_school,1,cleaned_label,University of Tennessee Health Sciences Center
University of Texas Medical Branch,medical_school,1,cleaned_label,University of Texas Medical Branch
University of Texas Rio Grande,residency_program,1,cleaned_label,University of Texas Rio Grande
University of Texas Southwestern Medical Center,residency_program,1,cleaned_label,University of Texas Southwestern Medical Center
University of Texas Southwestern Medical Center at Dallas,medical_school,1,cleaned_label,University of Texas Southwestern Medical Center at Dallas
University of Toledo College of Medicine,medical_school,1,cleaned_label,University of Toledo College of Medicine
University of Tufts School of Medicine,medical_school,1,cleaned_label,University of Tufts School of Medicine
"University of Utah School of Medicine, Salt Lake City, UT",medical_school,1,cleaned_label,"University of Utah School of Medicine, Salt Lake City, UT"
University of Virgina,residency_program,1,cleaned_label,University of Virgina
University of Virginia,medical_school,1,cleaned_label,University of Virginia
University of Virginia Medical School,medical_school,1,cleaned_label,University of Virginia Medical School
University of Virginia School of Medicine,medical_school,1,cleaned_label,University of Virginia School of Medicine
University of Washington,residency_program,1,cleaned_label,University of Washington
University of Washington School of Medicine,medical_school,1,cleaned_label,University of Washington School of Medicine
"University of Washington, Chief Resident",residency_program,1,cleaned_label,"University of Washington, Chief Resident"
Vanderbilt University,graduate_school,1,cleaned_label,Vanderbilt University
Vanderbilt University,medical_school,1,cleaned_label,Vanderbilt University
Vanderbilt University,residency_program,1,cleaned_label,Vanderbilt University
Vanderbilt University Medical Center,residency_program,1,cleaned_label,Vanderbilt University Medical Center
Vanderbilt University School of Medicine,medical_school,1,cleaned_label,Vanderbilt University School of Medicine
Virginia Commonwealth University,medical_school,1,cleaned_label,Virginia Commonwealth University
Virginia Commonwealth University School of Medicine,medical_school,1,cleaned_label,Virginia Commonwealth University School of Medicine
Wake Forest University,undergraduate_school,1,cleaned_label,Wake Forest University
Wake Forest University School of Medicine,medical_school,1,cleaned_label,Wake Forest University School of Medicine
Warren Alpert Medical School of Brown University,medical_school,1,cleaned_label,Warren Alpert Medical School of Brown University
Washington State University,medical_school,1,cleaned_label,Washington State University
Washington University,medical_school,1,cleaned_label,Washington University
Washington University Saint Louis School of Medicine,medical_school,1,cleaned_label,Washington University Saint Louis School of Medicine
Washington University School of Medicine,medical_school,1,cleaned_label,Washington University School of Medicine
Washington University in St. Louis,medical_school,1,cleaned_label,Washington University in St. Louis
Wayne State University School of Medicine,medical_school,1,cleaned_label,Wayne State University School of Medicine
Weill Cornell Medical College,medical_school,1,cleaned_label,Weill Cornell Medical College
Weill Cornell Medical College in Qatar,medical_school,1,cleaned_label,Weill Cornell Medical College in Qatar
Weill Cornell Medical School,medical_school,1,cleaned_label,Weill Cornell Medical School
Weill Cornell Medicine,medical_school,1,cleaned_label,Weill Cornell Medicine
Weill Cornell School of Medicine,medical_school,1,cleaned_label,Weill Cornell School of Medicine
West Virginia School of Osteopathic Mediine,medical_school,1,cleaned_label,West Virginia School of Osteopathic Mediine
Wright State University Boonshoft School of Medicine,residency_program,1,cleaned_label,Wright State University Boonshoft School of Medicine
Yale,residency_program,1,cleaned_label,Yale
Yale New Haven Hospital,residency_program,1,cleaned_label,Yale New Haven Hospital
Yale School of Medicine,graduate_school,1,cleaned_label,Yale School of Medicine
Yale School of Medicine,medical_school,1,cleaned_label,Yale School of Medicine
Yale School of Medicine,residency_program,1,cleaned_label,Yale School of Medicine
Yale University,medical_school,1,cleaned_label,Yale University
Yale University,residency_program,1,cleaned_label,Yale University
Yale University,undergraduate_school,1,cleaned_label,Yale University
Yale University - School of Medicine,medical_school,1,cleaned_label,Yale University - School of Medicine
Zucker School of Medicine,medical_school,1,cleaned_label,Zucker School of Medicine
medical school at Case Western Reserve University,medical_school,1,cleaned_label,medical school at Case Western Reserve University
medical school at the Perelman School of Medicine,medical_school,1,cleaned_label,medical school at the Perelman School of Medicine
medical school at the University,medical_school,1,cleaned_label,medical school at the University
the Spencer Fox Eccles School of Medicine,medical_school,1,cleaned_label,the Spencer Fox Eccles School of Medicine
the University,medical_school,1,cleaned_label,the University
undergrad at Johns Hopkins University,medical_school,1,cleaned_label,undergrad at Johns Hopkins University
Hospital of the University of Pennsylvania,residency_program,38,seeded_alias,Hospital of the University of Pennsylvania
Perelman School of Medicine at the University of Pennsylvania,medical_school,31,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
Sidney Kimmel Medical College at Thomas Jefferson University,medical_school,11,seeded_alias,Sidney Kimmel Medical College at Thomas Jefferson University
Perelman School of Medicine,medical_school,10,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
University of Pennsylvania,residency_program,10,seeded_alias,Hospital of the University of Pennsylvania
Yale School of Medicine,medical_school,8,seeded_alias,Yale School of Medicine
Cooper Medical School of Rowan University,medical_school,7,seeded_alias,Cooper Medical School of Rowan University
"Perelman School of Medicine, University of Pennsylvania",medical_school,7,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
Emory University School of Medicine,medical_school,6,seeded_alias,Emory University School of Medicine
Massachusetts General Hospital,residency_program,6,seeded_alias,Massachusetts General Hospital
University of Virginia School of Medicine,medical_school,6,seeded_alias,University of Virginia School of Medicine
University of Pittsburgh School of Medicine,medical_school,5,seeded_alias,University of Pittsburgh School of Medicine
Harvard Medical School,medical_school,4,seeded_alias,Harvard Medical School
Johns Hopkins University,residency_program,4,seeded_alias,Johns Hopkins University
New York University Grossman School of Medicine,medical_school,4,seeded_alias,NYU Grossman School of Medicine
Univ of Pennsylvania,residency_program,4,seeded_alias,Hospital of the University of Pennsylvania
Drexel University College of Medicine,medical_school,3,seeded_alias,Drexel University College of Medicine
Duke University,residency_program,3,seeded_alias,Duke University
Duke University School of Medicine,medical_school,3,seeded_alias,Duke University School of Medicine
Eastern Virginia Medical School,medical_school,3,seeded_alias,Eastern Virginia Medical School
Icahn School of Medicine at Mount Sinai,medical_school,3,seeded_alias,Icahn School of Medicine at Mount Sinai
Johns Hopkins University,medical_school,3,seeded_alias,Johns Hopkins University School of Medicine
Lewis Katz School of Medicine at Temple University,medical_school,3,seeded_alias,Lewis Katz School of Medicine at Temple University
Northwestern University Feinberg School of Medicine,medical_school,3,seeded_alias,Northwestern University Feinberg School of Medicine
Rutgers,medical_school,3,seeded_alias,Rutgers Robert Wood Johnson Medical School
Rutgers Robert Wood Johnson Medical School,medical_school,3,seeded_alias,Rutgers Robert Wood Johnson Medical School
Temple University Hospital,residency_program,3,seeded_alias,Temple University Hospital
Tulane University School of Medicine,medical_school,3,seeded_alias,Tulane University School of Medicine
Vanderbilt University,residency_program,3,seeded_alias,Vanderbilt University
Virginia Commonwealth University School of Medicine,medical_school,3,seeded_alias,Virginia Commonwealth University School of Medicine
Baylor College of Medicine,residency_program,2,seeded_alias,Baylor College of Medicine
Brigham and Women's Hospital,residency_program,2,seeded_alias,Brigham and Women's Hospital
Brigham and Women’s Hospital,residency_program,2,seeded_alias,Brigham and Women's Hospital
Cornell University,undergraduate_school,2,seeded_alias,Cornell University
Howard University College of Medicine,medical_school,2,seeded_alias,Howard University College of Medicine
Johns Hopkins University School of Medicine,medical_school,2,seeded_alias,Johns Hopkins University School of Medicine
Massachusetts General - Brigham and Women's Hospital,residency_program,2,seeded_alias,Massachusetts General - Brigham and Women's Hospital
Perelman School of Medicine at the University of Pennsylvania,residency_program,2,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
Stanford University School of Medicine,medical_school,2,seeded_alias,Stanford University School of Medicine
Thomas Jefferson University Hospital,residency_program,2,seeded_alias,Thomas Jefferson University Hospital
Tufts University School of Medicine,medical_school,2,seeded_alias,Tufts University School of Medicine
"University of California, San Francisco",residency_program,2,seeded_alias,University of California San Francisco
University of Colorado,residency_program,2,seeded_alias,University of Colorado
University of Maryland School of Medicine,medical_school,2,seeded_alias,University of Maryland School of Medicine
University of Michigan,medical_school,2,seeded_alias,University of Michigan Medical School
University of Michigan,residency_program,2,seeded_alias,University of Michigan
University of Minnesota Medical School,medical_school,2,seeded_alias,University of Minnesota Medical School
University of Rochester Medical Center,residency_program,2,seeded_alias,University of Rochester Medical Center
Vanderbilt University School of Medicine,medical_school,2,seeded_alias,Vanderbilt University School of Medicine
Warren Alpert Medical School of Brown University,medical_school,2,seeded_alias,Warren Alpert Medical School of Brown University
Washington University School of Medicine,medical_school,2,seeded_alias,Washington University School of Medicine
Yale New Haven Hospital,residency_program,2,seeded_alias,Yale New Haven Hospital
Yale University School of Medicine,medical_school,2,seeded_alias,Yale University - School of Medicine
Albert Einstein College of Medicine,medical_school,1,seeded_alias,Albert Einstein College of Medicine
Boston Medical Center,residency_program,1,seeded_alias,Boston Medical Center
Boston University School of Medicine,medical_school,1,seeded_alias,Boston University School of Medicine
Brigham & Women's Hospital,residency_program,1,seeded_alias,Brigham and Women's Hospital
Brigham & Women’s Hospital,residency_program,1,seeded_alias,Brigham and Women's Hospital
Brown University,medical_school,1,seeded_alias,Brown University
Case Western Reserve University,medical_school,1,seeded_alias,Case Western Reserve University
Case Western Reserve University School of Medicine,medical_school,1,seeded_alias,Case Western Reserve University School of Medicine
"Cleveland Clinic Foundation, Cleveland, OH",residency_program,1,seeded_alias,"Cleveland Clinic Foundation, Cleveland, OH"
Cleveland Clinic Lerner College of Medicine,medical_school,1,seeded_alias,Cleveland Clinic Lerner College of Medicine
Columbia University,medical_school,1,seeded_alias,Columbia University
Columbia University Vagelos College of Physicians & Surgeons,medical_school,1,seeded_alias,Columbia University Vagelos College of Physicians and Surgeons
Columbia University Vagelos College of Physicians and Surgeons,medical_school,1,seeded_alias,Columbia University Vagelos College of Physicians and Surgeons
Duke University,medical_school,1,seeded_alias,Duke University
Emory School of Medicine,medical_school,1,seeded_alias,Emory School of Medicine
Florida International University Herbert Wertheim College of Medicine,medical_school,1,seeded_alias,Florida International University Herbert Wertheim College of Medicine
Geisel School of Medicine at Dartmouth,medical_school,1,seeded_alias,Geisel School of Medicine at Dartmouth
Georgetown University School of Medicine,medical_school,1,seeded_alias,Georgetown University School of Medicine
Hospital of the University of Pennsylvania / Children's Hospital of Philadelphia Internal Medicine-Pediatrics Program,residency_program,1,seeded_alias,Hospital of the University of Pennsylvania / Children's Hospital of Philadelphia Internal Medicine-Pediatrics Program
Johns Hopkins,residency_program,1,seeded_alias,Johns Hopkins
Mass General,residency_program,1,seeded_alias,Massachusetts General Hospital
Medical College of Georgia,medical_school,1,seeded_alias,Medical College of Georgia
Medical College of Wisconsin,medical_school,1,seeded_alias,Medical College of Wisconsin
Medstar Georgetown University Hospital,residency_program,1,seeded_alias,MedStar Georgetown University Hospital
Mount Sinai Hospital,residency_program,1,seeded_alias,Mount Sinai Hospital
Mt. Sinai Hospital,residency_program,1,seeded_alias,Mt. Sinai Hospital
NYU School of Medicine,residency_program,1,seeded_alias,NYU School of Medicine
New York Presbyterian - Weill Cornell,residency_program,1,seeded_alias,New York-Presbyterian Weill Cornell
New York University,medical_school,1,seeded_alias,NYU Grossman School of Medicine
Oregon Health & Science University,medical_school,1,seeded_alias,Oregon Health and Science University
Perelman School of Medicine at The University of Pennsylvania,medical_school,1,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
Perelman School of Medicine at University of Pennsylvania,medical_school,1,seeded_alias,Perelman School of Medicine at the University of Pennsylvania
Philadelphia College of Osteopathic Medicine,medical_school,1,seeded_alias,Philadelphia College of Osteopathic Medicine
"Philadelphia College of Osteopathic Medicine, Philadelphia, PA",medical_school,1,seeded_alias,"Philadelphia College of Osteopathic Medicine, Philadelphia, PA"
Renaissance School of Medicine at Stony Brook,medical_school,1,seeded_alias,Renaissance School of Medicine at Stony Brook
Renaissance School of Medicine at Stony Brook University,medical_school,1,seeded_alias,Renaissance School of Medicine at Stony Brook University
Rowan University School of Osteopathic Medicine,medical_school,1,seeded_alias,Rowan University School of Osteopathic Medicine
Rush Medical College of Rush University Medical Center,medical_school,1,seeded_alias,Rush Medical College of Rush University Medical Center
Rutgers NJ Medical School,medical_school,1,seeded_alias,Rutgers NJ Medical School
Rutgers New Jersey Medical School,medical_school,1,seeded_alias,Rutgers New Jersey Medical School
Rutgers University,medical_school,1,seeded_alias,Rutgers Robert Wood Johnson Medical School
"Rutgers, Robert Wood Johnson Medical School",medical_school,1,seeded_alias,Rutgers Robert Wood Johnson Medical School
SUNY Upstate Medical University,medical_school,1,seeded_alias,SUNY Upstate Medical University
Sidney Kimmel Med Col at Thomas Jefferson,medical_school,1,seeded_alias,Sidney Kimmel Med Col at Thomas Jefferson
Sidney Kimmel Medical College,medical_school,1,seeded_alias,Sidney Kimmel Medical College at Thomas Jefferson University
"Sidney Kimmel Medical College, Jefferson University",medical_school,1,seeded_alias,Sidney Kimmel Medical College at Thomas Jefferson University
Sidney Kimmel Medical College/Thomas Jefferson University,medical_school,1,seeded_alias,Sidney Kimmel Medical College at Thomas Jefferson University
Sidney Kimmel medical college at Thomas Jefferson University,medical_school,1,seeded_alias,Sidney Kimmel Medical College at Thomas Jefferson University
Stanford Health Care,residency_program,1,seeded_alias,Stanford Health Care
Stanford University,undergraduate_school,1,seeded_alias,Stanford University
The University of Texas Southwestern Medical School,medical_school,1,seeded_alias,Univ of Texas Southwestern Medical School
UCLA David Geffen School of Medicine,medical_school,1,seeded_alias,UCLA David Geffen School of Medicine
Univ Of Pennsylvania,residency_program,1,seeded_alias,Hospital of the University of Pennsylvania
University College Dublin School of Medicine,medical_school,1,seeded_alias,University College Dublin School of Medicine
University of Alabama,medical_school,1,seeded_alias,University of Alabama
University of Chicago Pritzker School of Medicine,medical_school,1,seeded_alias,The University of Chicago Pritzker School of Medicine
"University of Chicago, Pritzker School of Medicine",medical_school,1,seeded_alias,The University of Chicago Pritzker School of Medicine
University of Florida College of Medicine,medical_school,1,seeded_alias,University of Florida College of Medicine
University of Illinois College of Medicine,medical_school,1,seeded_alias,University of Illinois College of Medicine
University of Illinois at Chicago,medical_school,1,seeded_alias,University of Illinois at Chicago
"University of Massachusetts Chan School of Medicine-Baystate, Springfield, MA",residency_program,1,seeded_alias,"University of Massachusetts Chan School of Medicine-Baystate, Springfield, MA"
University of Michigan Medical School,medical_school,1,seeded_alias,University of Michigan Medical School
University of Puerto Rico,medical_school,1,seeded_alias,University of Puerto Rico
University of Puerto Rico,undergraduate_school,1,seeded_alias,University of Puerto Rico
University of Washington School of Medicine,medical_school,1,seeded_alias,University of Washington School of Medicine
Vanderbilt University,medical_school,1,seeded_alias,Vanderbilt University
Virginia Commonwealth University,medical_school,1,seeded_alias,Virginia Commonwealth University
Wake Forest University School of Medicine,medical_school,1,seeded_alias,Wake Forest University School of Medicine
Washington University,medical_school,1,seeded_alias,Washington University
Yale University,medical_school,1,seeded_alias,Yale University
Yale-New Haven Hospital,residency_program,1,seeded_alias,Yale New Haven Hospital
medical school at Case Western Reserve University,medical_school,1,seeded_alias,medical school at Case Western Reserve University
