reviewer_decision_key,profile_workbench_key,person_key,display_name,role,program_name,candidate_url,reviewer_decision,decision_status,accepted_official_profile_url,decision_blocker,profile_fingerprint,decision_profile_fingerprint,person_identity_confirmed,official_source_confirmed,profile_context_confirmed,source_hash_confirmed,display_safety_confirmed,reviewer_name,decided_at,recommended_next_action,evidence_json,audited_at
official_profile_reviewer_decision_cc95b6ce7d09f06dfe55,official_profile_workbench_981c82e7c6682d77f4e7,person_allan-stolarski-md-ms_bb615dd872ac,"Allan Stolarski, MD, MS",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,54a5064ea7152d9ad69e650f802b93186ab760ad76c2f44dd2d7800819e94ff4,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Allan Stolarski - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/allan-stolarski"", ""display_name"": ""Allan Stolarski, MD, MS"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_allan-stolarski-md-ms_bb615dd872ac"", ""profile_fingerprint"": ""54a5064ea7152d9ad69e650f802b93186ab760ad76c2f44dd2d7800819e94ff4"", ""profile_workbench_key"": ""official_profile_workbench_981c82e7c6682d77f4e7"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_cc95b6ce7d09f06dfe55"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_4d5fba4bd473b8ab99d6""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_687c2a925fd906410add,official_profile_workbench_2e56b194753d46088454,person_jackie-zhang-md_1cc440dab925,"Jackie Zhang, MD",fellow,Vascular Surgery Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,12b53a8da33f8a78dc48992f63cd84fa69becedb9f0c1a20c9a1c2627a20ee00,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Jackie Zhang - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/vascular-surgery-fellowship/fellows/jackie-zhang"", ""display_name"": ""Jackie Zhang, MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_jackie-zhang-md_1cc440dab925"", ""profile_fingerprint"": ""12b53a8da33f8a78dc48992f63cd84fa69becedb9f0c1a20c9a1c2627a20ee00"", ""profile_workbench_key"": ""official_profile_workbench_2e56b194753d46088454"", ""program_name"": ""Vascular Surgery Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_687c2a925fd906410add"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_c71688e1f27874097548""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_ca2d15d258648799ee2d,official_profile_workbench_6d3b4db02815fbc110c3,person_laura-barnes-md_503959d8cc53,"Laura Barnes, MD",fellow,Microvascular Reconstructive Surgery Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/microvascular-reconstructive-surgery-fellowship/fellows/laura-barnes,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,595c5359551cc1012bc2575683994cca5d758f570b8a532eaec0d6f007620362,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Laura Barnes - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/microvascular-reconstructive-surgery-fellowship/fellows/laura-barnes"", ""display_name"": ""Laura Barnes, MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_laura-barnes-md_503959d8cc53"", ""profile_fingerprint"": ""595c5359551cc1012bc2575683994cca5d758f570b8a532eaec0d6f007620362"", ""profile_workbench_key"": ""official_profile_workbench_6d3b4db02815fbc110c3"", ""program_name"": ""Microvascular Reconstructive Surgery Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_ca2d15d258648799ee2d"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_3b14315a616978050c5e""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_ea8a17fe5c75fa62eeac,official_profile_workbench_0306438a693a45684a5a,person_madison-harris-do_b296586278e6,"Madison Harris, DO",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,ae5d5149b384861b89a41758effa6ec16b59dad7f34f62141073576688e01ebb,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Madison Harris - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/madison-harris"", ""display_name"": ""Madison Harris, DO"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_madison-harris-do_b296586278e6"", ""profile_fingerprint"": ""ae5d5149b384861b89a41758effa6ec16b59dad7f34f62141073576688e01ebb"", ""profile_workbench_key"": ""official_profile_workbench_0306438a693a45684a5a"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_ea8a17fe5c75fa62eeac"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_060c6f32258f384c4061""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_1fe9741e67185e80edc3,official_profile_workbench_b66b2fb110a39de6aa12,person_mary-decoteau-md_107185e399b5,"Mary Decoteau, MD",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,03fd1c23376053b0b92ae9758ceddd49d52aae633556fcb30220b72d764ac796,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Mary Decoteau - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/mary-decoteau"", ""display_name"": ""Mary Decoteau, MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_mary-decoteau-md_107185e399b5"", ""profile_fingerprint"": ""03fd1c23376053b0b92ae9758ceddd49d52aae633556fcb30220b72d764ac796"", ""profile_workbench_key"": ""official_profile_workbench_b66b2fb110a39de6aa12"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_1fe9741e67185e80edc3"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_73a61744d3cd4bd11e58""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_39d2c9f2a40718da261f,official_profile_workbench_c4ea20e8c59761f399aa,person_michael-weykamp-md-ms_df24588b4705,"Michael Weykamp, MD, MS",fellow,Trauma and Surgical Critical Care Fellowship,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,71165348d97bfa8ab364cbe0cc6a921edfc2e20815cafdfcc9fb48199a690431,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Michael Weykamp - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/fellowships/trauma-and-surgical-critical-care-fellowship/fellows/michael-weykamp"", ""display_name"": ""Michael Weykamp, MD, MS"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_michael-weykamp-md-ms_df24588b4705"", ""profile_fingerprint"": ""71165348d97bfa8ab364cbe0cc6a921edfc2e20815cafdfcc9fb48199a690431"", ""profile_workbench_key"": ""official_profile_workbench_c4ea20e8c59761f399aa"", ""program_name"": ""Trauma and Surgical Critical Care Fellowship"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_39d2c9f2a40718da261f"", ""role"": ""fellow"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_b1d692970e77fe7af60a""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_df66a1a800c51943da0b,official_profile_workbench_f6cac9f0515383ff5029,person_aashish-bhardwaj-md_085a7aaf0c58,"Aashish Bhardwaj, MD",resident,Physical Medicine and Rehabilitation Residency,https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program/current-residents/pgy2/bhardwaj-aashish,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,5358842ed6808c2cc3099607a2b5560aa446510ad509fd56cfd2028095e13c9e,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Bhardwaj Aashish - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program/current-residents/pgy2/bhardwaj-aashish"", ""display_name"": ""Aashish Bhardwaj, MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""person_aashish-bhardwaj-md_085a7aaf0c58"", ""profile_fingerprint"": ""5358842ed6808c2cc3099607a2b5560aa446510ad509fd56cfd2028095e13c9e"", ""profile_workbench_key"": ""official_profile_workbench_f6cac9f0515383ff5029"", ""program_name"": ""Physical Medicine and Rehabilitation Residency"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_df66a1a800c51943da0b"", ""role"": ""resident"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_a04c63c576e7a8fe7071""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_fc85ede7867dc2358587,official_profile_workbench_684463fe8780f7564cec,abigail black,Abigail Black MD,resident,Internal Medicine Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/black-abigail,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,6e314b33b1b3de6135d8afad7cc8a90e116267f040f50ca570040dbb54425f07,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Black Abigail - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-2/black-abigail"", ""display_name"": ""Abigail Black MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""abigail black"", ""profile_fingerprint"": ""6e314b33b1b3de6135d8afad7cc8a90e116267f040f50ca570040dbb54425f07"", ""profile_workbench_key"": ""official_profile_workbench_684463fe8780f7564cec"", ""program_name"": ""Internal Medicine Residency"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_fc85ede7867dc2358587"", ""role"": ""resident"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_e2ce1fcb4d956b9bff1a""}}",2026-06-03T07:24:15.755650+00:00
official_profile_reviewer_decision_b52880034bd1bd4e0986,official_profile_workbench_499d116470074596b42c,abigail taye,Abigail Taye MD,resident,Internal Medicine Residency,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/taye-abigail,pending,pending_reviewer_decision,0,manual_reviewer_decision_missing,563f95012efb131e3f85b557e565374a18089e5d1df7202ce3bdb407dec721b8,,0,0,0,0,0,,,replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance,"{""decision_policy"": {""accepted_profile_url_requires"": [""matching profile_fingerprint"", ""person_identity_confirmed=1"", ""official_source_confirmed=1"", ""profile_context_confirmed=1"", ""source_hash_confirmed=1"", ""display_safety_confirmed=1"", ""reviewer_decision=accept_official_profile_url""], ""roster_truth_policy"": ""profile_url_fact_not_current_roster_truth""}, ""manual_decision"": {}, ""queue_row"": {""allowed_decisions"": ""accept_official_profile_url; reject_identity_mismatch; reject_not_official_source; reject_wrong_or_stale_context; needs_more_evidence"", ""candidate_confidence"": 0.92, ""candidate_domain"": ""www3.pennmedicine.org"", ""candidate_features"": ""[\""content_hash_recorded\"", \""name_present\"", \""official_domain\"", \""penn_domain\"", \""probe_http_200\"", \""profile_path\"", \""program_term\"", \""role_or_training_term\""]"", ""candidate_http_status"": 200, ""candidate_title"": ""Taye Abigail - Penn Medicine"", ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/categorical/categorical-residents/pgy-1/taye-abigail"", ""display_name"": ""Abigail Taye MD"", ""display_safety_status"": ""review_ready_not_accepted_profile_url"", ""generated_at"": ""2026-06-03T07:24:15.755650+00:00"", ""person_key"": ""abigail taye"", ""profile_fingerprint"": ""563f95012efb131e3f85b557e565374a18089e5d1df7202ce3bdb407dec721b8"", ""profile_workbench_key"": ""official_profile_workbench_499d116470074596b42c"", ""program_name"": ""Internal Medicine Residency"", ""queue_status"": ""ready_for_reviewer_decision"", ""recommended_next_action"": ""replace_or_reprobe_stale_profile_candidate_before_reviewer_acceptance"", ""required_confirmation_fields"": ""person_identity_confirmed; official_source_confirmed; profile_context_confirmed; source_hash_confirmed; display_safety_confirmed"", ""required_reviewer_action"": ""Confirm same-person identity, official Penn/Penn Medicine/CHOP source ownership, profile context, content hash/source observation, and display-safety scope before accepting the profile URL fact."", ""reviewer_decision_key"": ""official_profile_reviewer_decision_b52880034bd1bd4e0986"", ""role"": ""resident"", ""source_sha256"": ""0acc255c91bd58a36bada69b914a1adc4a08db778f249be07512026b03937ead"", ""task_key"": ""person_enrichment_task_4b92e2271ba36089ea3c""}}",2026-06-03T07:24:15.755650+00:00
