rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,contract_count,person_count,program_count,expected_advancement_contract_count,expected_completion_contract_count,source_refresh_contract_count,manual_review_contract_count,carry_forward_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_next_refresh_contract,dominant_diff_readiness_status,guardrail_status,stale_information_policy,recommended_operator_action,evidence_json
training_temporal_contract_rollup_81f4de8b8fdb06ab0924,program,Hospice and Palliative Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hospice and Palliative Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,5,5,1,0,0,5,0,0,5,5,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 5}}"
training_temporal_contract_rollup_caf078471e84c686776c,program,Infectious Diseases Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Infectious Diseases Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,17,15,1,6,6,3,2,0,17,17,12,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 12, ""diff_review_bound"": 2, ""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 6, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 6, ""do_not_mutate_without_review"": 2, ""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_d7b21bc50a69013cec33,program,Internal Medicine Physician-Scientist Pathway,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Physician-Scientist Pathway,US_GME_RESIDENCY_3Y,2027-08-15,27,15,1,25,2,0,0,0,27,27,27,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 27}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 25, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 2}}"
training_temporal_contract_rollup_9a5ff584af2eb265ce99,program,Internal Medicine Primary Care Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Primary Care Residency,US_GME_RESIDENCY_3Y,2027-08-15,21,21,1,14,7,0,0,0,21,21,21,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 14, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 7}}"
training_temporal_contract_rollup_e7e759e82194c5b6b4f2,program,Internal Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency,US_GME_RESIDENCY_3Y,2027-08-15,194,173,1,144,50,0,0,0,194,194,194,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 194}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 144, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 50}}"
training_temporal_contract_rollup_85bd20c18092c9d12e66,program,Internal Medicine Residency - Global Health Equities Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Global Health Equities Track,US_GME_RESIDENCY_3Y,2027-08-15,36,22,1,9,15,0,12,0,36,36,24,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 24, ""diff_review_bound"": 12}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 9, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 15, ""do_not_mutate_without_review"": 12}}"
training_temporal_contract_rollup_689f91f23d260f25127d,program,Internal Medicine Residency - Healthcare Leadership in Quality Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Healthcare Leadership in Quality Track,US_GME_RESIDENCY_3Y,2027-08-15,29,25,1,17,12,0,0,0,29,29,29,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 29}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 17, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 12}}"
training_temporal_contract_rollup_8ed019fedcf39bae0f67,program,Internal Medicine Residency - Medical Education Leadership Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Medical Education Leadership Track,US_GME_RESIDENCY_3Y,2027-08-15,13,9,1,2,9,0,2,0,13,13,11,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 11, ""diff_review_bound"": 2}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 2, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 9, ""do_not_mutate_without_review"": 2}}"
training_temporal_contract_rollup_a6babef48581278852e1,program,Interventional Cardiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Interventional Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,4,4,1,0,0,4,0,0,4,4,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 4}}"
training_temporal_contract_rollup_d8b55ac7a7983e1410d7,program,Interventional Radiology Integrated Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Interventional Radiology Integrated Residency,US_GME_RESIDENCY_6Y,2027-08-15,19,19,1,0,0,19,0,0,19,19,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 19}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 19}}"
training_temporal_contract_rollup_45d8c679ec21523c2cbd,program,Maternal Fetal Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Maternal Fetal Medicine Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,8,8,1,0,0,0,8,0,8,8,0,do_not_mutate_without_review,diff_review_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 8}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 8}}"
training_temporal_contract_rollup_42b6ee1744121f374096,program,Medical Scientist Training Program,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,Medical Scientist Training Program,US_MD_PHD_MSTP_VARIABLE,2027-08-15,225,225,1,0,0,225,0,0,225,225,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 225}}"
training_temporal_contract_rollup_b346081bf03161c93499,program,Microvascular Reconstructive Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Microvascular Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,5,5,1,0,0,5,0,0,5,5,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 5}}"
training_temporal_contract_rollup_f198b52172280ea25af0,program,Molecular Genetic Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Molecular Genetic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_47183169580cf8d29e91,program,Nephrology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nephrology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,22,22,1,9,7,6,0,0,22,22,16,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16, ""diff_source_refresh_bound"": 6}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 9, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 7, ""retain_only_if_fresh_source_reobserves"": 6}}"
training_temporal_contract_rollup_e724bfc97c973d2270d4,program,Neurological Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurological Surgery Residency,US_GME_RESIDENCY_7Y,2027-08-15,21,21,1,18,3,0,0,0,21,21,21,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 18, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 3}}"
training_temporal_contract_rollup_d5c5b4dcc75017a9e144,program,Neurology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurology Residency,US_GME_RESIDENCY_5Y,2027-08-15,54,54,1,0,0,54,0,0,54,54,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 54}}"
training_temporal_contract_rollup_a909ce12716f40d7d4cb,program,Neuropathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuropathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_5a8cd7462c03357dfd48,program,Neuroradiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuroradiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,11,11,1,0,0,11,0,0,11,11,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 11}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 11}}"
training_temporal_contract_rollup_9d5da54ee9e202e1ab25,program,Neurotology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neurotology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,0,0,1,0,0,1,1,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_7096f8859ca409243ba1,program,Nuclear Radiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_2dbace0ea15af3b660bf,program,Obstetrics and Gynecology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Obstetrics and Gynecology Residency,US_GME_RESIDENCY_4Y,2027-08-15,32,32,1,24,8,0,0,0,32,32,32,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 24, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 8}}"
training_temporal_contract_rollup_9b1877efcc4830336aa2,program,Oncologic Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Oncologic Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,0,0,1,0,0,1,1,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_9f9b1c1350c1993a20a1,program,Ophthalmology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Ophthalmology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,10,10,1,0,0,10,0,0,10,10,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 10}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 10}}"
training_temporal_contract_rollup_1757a9c5764bf391f713,program,Ophthalmology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Ophthalmology Residency,US_GME_RESIDENCY_5Y,2027-08-15,20,20,1,5,0,15,0,0,20,20,5,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 5, ""diff_source_refresh_bound"": 15}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 5, ""retain_only_if_fresh_source_reobserves"": 15}}"
training_temporal_contract_rollup_842e045cb7304c7694f7,program,Oral Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Oral Medicine Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,8,8,1,0,0,8,0,0,8,8,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 8}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 8}}"
training_temporal_contract_rollup_affa09902be14560f9f1,program,Orthopedic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Orthopedic Surgery Residency,US_GME_RESIDENCY_5Y,2027-08-15,40,40,1,31,7,2,0,0,40,40,38,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 38, ""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 31, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 7, ""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_dc760f670f1792cb7e67,program,Otorhinolaryngology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Otorhinolaryngology Residency,US_GME_RESIDENCY_5Y,2027-08-15,31,31,1,26,5,0,0,0,31,31,31,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 31}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 26, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 5}}"
training_temporal_contract_rollup_81628dccef89dd1ff15b,program,Pathology - Anatomic and Clinical Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Pathology - Anatomic and Clinical Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,44,44,1,0,0,0,44,0,44,44,0,do_not_mutate_without_review,diff_review_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 44}}"
training_temporal_contract_rollup_e8a9cd7b07149a1eaa93,program,Penn-CHOP Internal Medicine-Pediatrics Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Penn-CHOP Internal Medicine-Pediatrics Residency,US_GME_RESIDENCY_4Y,2027-08-15,38,25,1,30,7,1,0,0,38,38,37,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 37, ""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 30, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 7, ""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_74439a983569ecae37bf,program,Physical Medicine and Rehabilitation Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Physical Medicine and Rehabilitation Residency,US_GME_RESIDENCY_4Y,2027-08-15,22,22,1,16,3,3,0,0,22,22,19,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 19, ""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 16, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 3, ""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_ef10e122a554347d2666,program,Plastic Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Plastic Surgery Residency,US_GME_RESIDENCY_6Y,2027-08-15,22,22,1,17,3,2,0,0,22,22,20,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 20, ""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 17, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 3, ""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_b4673dd11c4a2aac255d,program,Podiatric Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Podiatric Surgery Residency,US_GME_RESIDENCY_4Y,2027-08-15,16,16,1,12,4,0,0,0,16,16,16,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 12, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 4}}"
training_temporal_contract_rollup_142e1cbdfbc393ea3fa8,program,Pulmonary and Critical Care Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Pulmonary and Critical Care Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,34,34,1,16,9,3,6,0,34,34,25,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 25, ""diff_review_bound"": 6, ""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 16, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 9, ""do_not_mutate_without_review"": 6, ""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_8147dd59eb6c4e9b7604,program,Radiation Oncology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Radiation Oncology Residency,US_GME_RESIDENCY_5Y,2027-08-15,17,17,1,0,0,17,0,0,17,17,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 17}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 17}}"
training_temporal_contract_rollup_f561c508d7332df0a92f,program,Reproductive Endocrinology and Infertility Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Reproductive Endocrinology and Infertility Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,6,6,1,2,2,0,2,0,6,6,4,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4, ""diff_review_bound"": 2}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 2, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 2, ""do_not_mutate_without_review"": 2}}"
training_temporal_contract_rollup_e1b497b84d25539e2117,program,Rheumatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rheumatology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,15,15,1,5,5,4,1,0,15,15,10,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_review_bound"": 1, ""diff_source_refresh_bound"": 4}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 5, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 5, ""do_not_mutate_without_review"": 1, ""retain_only_if_fresh_source_reobserves"": 4}}"
