rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,contract_count,person_count,program_count,expected_advancement_contract_count,expected_completion_contract_count,source_refresh_contract_count,manual_review_contract_count,carry_forward_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_next_refresh_contract,dominant_diff_readiness_status,guardrail_status,stale_information_policy,recommended_operator_action,evidence_json
training_temporal_contract_rollup_dfd830f89a3625485365,lifecycle_code,US_GME_FELLOWSHIP_1Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_1Y,2027-08-15,92,92,31,0,0,91,1,0,92,92,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 1, ""diff_source_refresh_bound"": 91}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 1, ""retain_only_if_fresh_source_reobserves"": 91}}"
training_temporal_contract_rollup_16ca20675fb1f2c5cd0a,lifecycle_code,US_GME_FELLOWSHIP_2Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_2Y,2027-08-15,86,84,8,28,26,27,5,0,86,86,54,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 54, ""diff_review_bound"": 5, ""diff_source_refresh_bound"": 27}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 28, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 26, ""do_not_mutate_without_review"": 5, ""retain_only_if_fresh_source_reobserves"": 27}}"
training_temporal_contract_rollup_e3565670206eb0831410,lifecycle_code,US_GME_FELLOWSHIP_3Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_3Y,2027-08-15,124,124,5,72,35,10,7,0,124,124,107,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 107, ""diff_review_bound"": 7, ""diff_source_refresh_bound"": 10}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 72, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 35, ""do_not_mutate_without_review"": 7, ""retain_only_if_fresh_source_reobserves"": 10}}"
training_temporal_contract_rollup_a25ce05a8f84b456ec7f,lifecycle_code,US_GME_FELLOWSHIP_DURATION_UNKNOWN,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,76,74,22,0,0,64,12,0,76,76,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 12, ""diff_source_refresh_bound"": 64}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 12, ""retain_only_if_fresh_source_reobserves"": 64}}"
training_temporal_contract_rollup_7cba8faf22f1ba823226,lifecycle_code,US_GME_PRELIMINARY_1Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_PRELIMINARY_1Y,2027-08-15,13,13,1,0,13,0,0,0,13,13,13,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 13}, ""next_refresh_contract_counts"": {""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 13}}"
training_temporal_contract_rollup_26d03bb848756c6c0dd7,lifecycle_code,US_GME_RESIDENCY_3Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,351,240,7,234,107,0,10,0,351,351,341,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 341, ""diff_review_bound"": 10}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 234, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 107, ""do_not_mutate_without_review"": 10}}"
training_temporal_contract_rollup_1e2a9b6997e31dd6fbca,lifecycle_code,US_GME_RESIDENCY_4Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_4Y,2027-08-15,137,122,6,107,23,7,0,0,137,137,130,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 130, ""diff_source_refresh_bound"": 7}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 107, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 23, ""retain_only_if_fresh_source_reobserves"": 7}}"
training_temporal_contract_rollup_4ecebffe529607f9c73c,lifecycle_code,US_GME_RESIDENCY_5Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_5Y,2027-08-15,309,309,9,123,17,169,0,0,309,309,140,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 140, ""diff_source_refresh_bound"": 169}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 123, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 17, ""retain_only_if_fresh_source_reobserves"": 169}}"
training_temporal_contract_rollup_5bf79c8d839d934167f1,lifecycle_code,US_GME_RESIDENCY_6Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_6Y,2027-08-15,56,56,3,25,5,26,0,0,56,56,30,retain_only_if_fresh_source_reobserves,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 30, ""diff_source_refresh_bound"": 26}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 25, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 5, ""retain_only_if_fresh_source_reobserves"": 26}}"
training_temporal_contract_rollup_6d8c74e5d5c7eaea718c,lifecycle_code,US_GME_RESIDENCY_7Y,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_7Y,2027-08-15,21,21,1,18,3,0,0,0,21,21,21,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 18, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 3}}"
training_temporal_contract_rollup_d3de963840a226af8707,lifecycle_code,US_GME_RESIDENCY_DURATION_UNKNOWN,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,52,52,2,0,0,8,44,0,52,52,0,do_not_mutate_without_review,diff_review_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44, ""diff_source_refresh_bound"": 8}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 44, ""retain_only_if_fresh_source_reobserves"": 8}}"
training_temporal_contract_rollup_312f776074b49445b4f4,lifecycle_code,US_MD_PHD_MSTP_VARIABLE,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,2027-08-15,225,225,1,0,0,225,0,0,225,225,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 225}}"
training_temporal_contract_rollup_1ce920e2596a6fbf9709,lifecycle_code,none,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,none,2027-08-15,13,13,1,0,0,0,0,13,0,0,0,retain_until_fresh_source_contradiction,diff_no_change_expected,carry_forward_until_contradicted,retain_until_fresh_public_source_contradiction,monitor_for_fresh_source_contradictions,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_no_change_expected"": 13}, ""next_refresh_contract_counts"": {""retain_until_fresh_source_contradiction"": 13}}"
training_temporal_contract_rollup_41b6dbb83bb7dc6bbf91,next_refresh_contract,advance_only_if_fresh_expected_stage_observed,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,659,575,32,659,0,0,0,0,659,659,659,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,expected_advancement_is_classifiable_only_when_freshly_observed,reconcile_expected_advancements,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 659}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 659}}"
training_temporal_contract_rollup_40e0d2815b03bba358d4,next_refresh_contract,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_3Y,2027-08-15,252,216,31,0,252,0,0,0,252,252,252,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 252}, ""next_refresh_contract_counts"": {""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 252}}"
training_temporal_contract_rollup_e22fd313d4ccabe487c5,next_refresh_contract,do_not_mutate_without_review,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,79,74,10,0,0,0,79,0,79,79,0,do_not_mutate_without_review,diff_review_bound,review_bound,do_not_auto_mutate_rows_in_this_scope_until_review_queue_is_resolved,resolve_review_bound_lifecycle_or_source_labels,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_review_bound"": 79}, ""next_refresh_contract_counts"": {""do_not_mutate_without_review"": 79}}"
training_temporal_contract_rollup_998b46008b979d4235cd,next_refresh_contract,retain_only_if_fresh_source_reobserves,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,,US_MD_PHD_MSTP_VARIABLE,2027-08-15,627,627,74,0,0,627,0,0,627,627,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 627}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 627}}"
training_temporal_contract_rollup_1cd5582a07f0f8a279b4,next_refresh_contract,retain_until_fresh_source_contradiction,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,,none,2027-08-15,13,13,1,0,0,0,0,13,0,0,0,retain_until_fresh_source_contradiction,diff_no_change_expected,carry_forward_until_contradicted,retain_until_fresh_public_source_contradiction,monitor_for_fresh_source_contradictions,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_no_change_expected"": 13}, ""next_refresh_contract_counts"": {""retain_until_fresh_source_contradiction"": 13}}"
training_temporal_contract_rollup_2444de76f740ea0246f6,program,ABR Alternate Pathway to Certification,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,ABR Alternate Pathway to Certification,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,0,0,1,0,0,1,1,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_28c38a411005360eaf18,program,Abdominal Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Abdominal Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,9,9,1,0,0,9,0,0,9,9,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 9}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 9}}"
training_temporal_contract_rollup_9efa2c3134617f7f35fe,program,Adult Congenital Heart Disease Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Congenital Heart Disease Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_c37a7bf45cf61834ba12,program,Adult Reconstructive Orthopedics Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Adult Reconstructive Orthopedics Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,3,3,1,0,0,3,0,0,3,3,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_c6ec62925faff6aa7b71,program,Advanced Gastroenterology and Hepatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_bb82ee7a4d51d84b7aab,program,Advanced Heart Failure Transplant Cardiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Heart Failure Transplant Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_ae1f056b1501447b6dd4,program,Advanced Musculoskeletal Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Musculoskeletal Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,1,0,0,3,0,0,3,3,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_75f7df425cd54a32eca8,program,Advanced Noninvasive Cardiac Imaging Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Noninvasive Cardiac Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_4c4ac36aa8a3deb05fee,program,Advanced Nuclear Radiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Advanced Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,0,0,1,0,0,1,1,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_eee164bd74ebfc482a70,program,Allergy and Immunology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Allergy and Immunology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,4,4,1,2,2,0,0,0,4,4,4,complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed,diff_expected_change_classifiable,deterministic_with_fresh_evidence,completion_absence_is_classifiable_after_stale_after_with_fresh_refresh,reconcile_expected_advancements_and_completion_absences,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 2, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 2}}"
training_temporal_contract_rollup_d5a9d5a34c9e18287f3e,program,Anesthesiology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Anesthesiology Residency,US_GME_ANESTHESIA_CA_PHASE_3Y,2027-08-15,97,97,1,71,23,3,0,0,97,97,94,advance_only_if_fresh_expected_stage_observed,diff_expected_change_classifiable,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 94, ""diff_source_refresh_bound"": 3}, ""next_refresh_contract_counts"": {""advance_only_if_fresh_expected_stage_observed"": 71, ""complete_or_alumni_only_if_absent_after_stale_or_endpoint_observed"": 23, ""retain_only_if_fresh_source_reobserves"": 3}}"
training_temporal_contract_rollup_7cb93d846b8a23e4a382,program,Aortic Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Aortic Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
training_temporal_contract_rollup_e86828883a8915f86ecf,program,Breast Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Breast Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,0,0,1,0,0,1,1,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 1}}"
training_temporal_contract_rollup_3c8a66abbb66b3f233d2,program,CHOP Otolaryngology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,CHOP Otolaryngology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,1,0,0,4,0,0,4,4,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 4}}"
training_temporal_contract_rollup_5e1f644b83e261936d74,program,Cardio-Oncology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Cardio-Oncology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,1,0,0,2,0,0,2,2,0,retain_only_if_fresh_source_reobserves,diff_source_refresh_bound,source_refresh_bound,do_not_carry_forward_stale_rows_without_fresh_source_observations,refresh_sources_before_next_diff,"{""derived_from"": [""training_temporal_contracts""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""next_refresh_contract_counts"": {""retain_only_if_fresh_source_reobserves"": 2}}"
