observation_key,identifier_source,query_scope,query_url,query_params_json,http_status,result_count,relevant_result_count,content_sha256,fetched_at,source_status,error_text
acgme_observation_pennsylvania-2026-06-02t10-06-52-674352-00-00_7d46f9529dc388fe,acgme_public_program_search,state:pennsylvania,https://apps.acgme.org/ads/Public/Programs/Search,"{""CaptureProgramId"": """", ""ShowProgramsList"": ""True"", ""accreditationTypeId"": ""2"", ""city"": """", ""g-recaptcha-response"": """", ""numCode"": """", ""specialtyCategoryTypeId"": """", ""specialtyId"": """", ""stateId"": ""39""}",200,1105,151,d8c5b8c8bf71105d59187ed7e8bbeee5a8f67863282378294b563c65ea18c0cd,2026-06-02T10:06:52.674352+00:00,ok,
