packet_row_key,school_name,dossier_status,gbrain_approval_status,verification_posture,manifest_rows,open_manifest_blocker_rows,open_gap_rows,action_queue_rows,reproducibility_status,warehouse_people,warehouse_training_events,raw_denominator_gap_rows_before_approved_gap_drain,gap_drain_queue_rows,gap_drain_active_batch_rows,active_gap_pediatrics_acceptance_rows,active_gap_current_roster_disposition_rows,required_next_action,approval_effect_requested,denial_effect,mutation_policy,evidence_json,generated_at
