query_key,event_group_key,display_name,normalized_name,query_kind,query,query_url
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-md-hospital-of-the-univ_9424facb1319,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""Alana Sagin, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-md-penn-medicine-reside_4f58bba1c821,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""Alana Sagin, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-md-penn-fellowship_a22a677f4cef,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""Alana Sagin, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+%22Penn%22+fellowship
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-md-university-of-pennsy_b7a658fc7f17,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""Alana Sagin, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-hospital-of-the-univers_9673302077ce,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""alana sagin"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22alana+sagin%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-penn-fellowship_07ae1a3cc0a4,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""alana sagin"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22alana+sagin%22+%22Penn%22+fellowship
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-university-of-pennsylva_6a4b862f36fa,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""alana sagin"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22alana+sagin%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_alana-sagin-historical-penn-training-alana-sagin-university-of-pennsylva_25b8ba9027ee,alana sagin,"Alana Sagin, MD",alana sagin,historical_penn_training,"""alana sagin"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22alana+sagin%22+%22University+of+Pennsylvania%22+residency
attending_history_query_alana-sagin-historical-roster-or-alumni-alana-sagin-md-penn-class-of-res_e90ab433c408,alana sagin,"Alana Sagin, MD",alana sagin,historical_roster_or_alumni,"""Alana Sagin, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_alana-sagin-historical-roster-or-alumni-alana-sagin-md-penn-alumni-fello_352873f70865,alana sagin,"Alana Sagin, MD",alana sagin,historical_roster_or_alumni,"""Alana Sagin, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Alana+Sagin%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_alana-sagin-official-penn-profile-site-pennmedicine-org-alana-sagin-md_6a5b65e7bfad,alana sagin,"Alana Sagin, MD",alana sagin,official_penn_profile,"site:pennmedicine.org ""Alana Sagin, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Alana+Sagin%2C+MD%22
attending_history_query_alana-sagin-official-penn-profile-site-pennmedicine-org-alana-sagin_bde2220769eb,alana sagin,"Alana Sagin, MD",alana sagin,official_penn_profile,"site:pennmedicine.org ""alana sagin""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22alana+sagin%22
attending_history_query_alana-sagin-upenn-profile-or-cv-site-med-upenn-edu-alana-sagin-md-cv-or-_96b1e7b6e4d7,alana sagin,"Alana Sagin, MD",alana sagin,upenn_profile_or_cv,"site:med.upenn.edu ""Alana Sagin, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Alana+Sagin%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_alana-sagin-upenn-profile-or-cv-site-upenn-edu-alana-sagin-md-fellowship_6c3ee108593c,alana sagin,"Alana Sagin, MD",alana sagin,upenn_profile_or_cv,"site:upenn.edu ""Alana Sagin, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Alana+Sagin%2C+MD%22+fellowship+OR+residency
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-md-msce_63e554e40bca,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""Alison Wakoff Loren, MD, MSCE"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-md-msce_c14c0cdfd1e4,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""Alison Wakoff Loren, MD, MSCE"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-md-msce_f283784b6d21,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""Alison Wakoff Loren, MD, MSCE"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+%22Penn%22+fellowship
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-md-msce_81c4769e311c,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""Alison Wakoff Loren, MD, MSCE"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-hospita_15393baa4c89,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""alison wakoff loren"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22alison+wakoff+loren%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-penn-fe_72495c62ce28,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""alison wakoff loren"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22alison+wakoff+loren%22+%22Penn%22+fellowship
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-univers_c76bd47e98ed,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""alison wakoff loren"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22alison+wakoff+loren%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_alison-wakoff-loren-historical-penn-training-alison-wakoff-loren-univers_904d860d82c0,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_penn_training,"""alison wakoff loren"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22alison+wakoff+loren%22+%22University+of+Pennsylvania%22+residency
attending_history_query_alison-wakoff-loren-historical-roster-or-alumni-alison-wakoff-loren-md-m_d141889bd481,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_roster_or_alumni,"""Alison Wakoff Loren, MD, MSCE"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+Penn+%22class+of%22+resident+fellow
attending_history_query_alison-wakoff-loren-historical-roster-or-alumni-alison-wakoff-loren-md-m_edfb27ce35af,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,historical_roster_or_alumni,"""Alison Wakoff Loren, MD, MSCE"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+Penn+alumni+fellow+resident
attending_history_query_alison-wakoff-loren-official-penn-profile-site-pennmedicine-org-alison-w_7469f3a45f18,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,official_penn_profile,"site:pennmedicine.org ""Alison Wakoff Loren, MD, MSCE""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22
attending_history_query_alison-wakoff-loren-official-penn-profile-site-pennmedicine-org-alison-w_2feddc8acf05,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,official_penn_profile,"site:pennmedicine.org ""alison wakoff loren""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22alison+wakoff+loren%22
attending_history_query_alison-wakoff-loren-upenn-profile-or-cv-site-med-upenn-edu-alison-wakoff_938321a66a14,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,upenn_profile_or_cv,"site:med.upenn.edu ""Alison Wakoff Loren, MD, MSCE"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+CV+OR+%22curriculum+vitae%22
attending_history_query_alison-wakoff-loren-upenn-profile-or-cv-site-upenn-edu-alison-wakoff-lor_aa531a0391e9,alison wakoff loren,"Alison Wakoff Loren, MD, MSCE",alison wakoff loren,upenn_profile_or_cv,"site:upenn.edu ""Alison Wakoff Loren, MD, MSCE"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Alison+Wakoff+Loren%2C+MD%2C+MSCE%22+fellowship+OR+residency
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-md-phd-_77e7aeb91041,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""Anar A. Dossumbekova, MD, PhD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-md-phd-_612e9871154f,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""Anar A. Dossumbekova, MD, PhD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-md-phd-_997f476da486,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""Anar A. Dossumbekova, MD, PhD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+%22Penn%22+fellowship
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-md-phd-_b239e195c2dc,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""Anar A. Dossumbekova, MD, PhD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-hospita_2fd71326598e,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""anar a dossumbekova"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22anar+a+dossumbekova%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-penn-fe_b3fe9e9cbea6,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""anar a dossumbekova"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22anar+a+dossumbekova%22+%22Penn%22+fellowship
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-univers_2297155408c0,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""anar a dossumbekova"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22anar+a+dossumbekova%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_anar-a-dossumbekova-historical-penn-training-anar-a-dossumbekova-univers_248c0c536e26,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_penn_training,"""anar a dossumbekova"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22anar+a+dossumbekova%22+%22University+of+Pennsylvania%22+residency
attending_history_query_anar-a-dossumbekova-historical-roster-or-alumni-anar-a-dossumbekova-md-p_5071a94eea5d,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_roster_or_alumni,"""Anar A. Dossumbekova, MD, PhD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_anar-a-dossumbekova-historical-roster-or-alumni-anar-a-dossumbekova-md-p_876ee43b846a,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,historical_roster_or_alumni,"""Anar A. Dossumbekova, MD, PhD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+Penn+alumni+fellow+resident
attending_history_query_anar-a-dossumbekova-official-penn-profile-site-pennmedicine-org-anar-a-d_ff507c671a3b,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,official_penn_profile,"site:pennmedicine.org ""Anar A. Dossumbekova, MD, PhD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22
attending_history_query_anar-a-dossumbekova-official-penn-profile-site-pennmedicine-org-anar-a-d_f28260281e4f,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,official_penn_profile,"site:pennmedicine.org ""anar a dossumbekova""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22anar+a+dossumbekova%22
attending_history_query_anar-a-dossumbekova-upenn-profile-or-cv-site-med-upenn-edu-anar-a-dossum_c3e74be0b56a,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,upenn_profile_or_cv,"site:med.upenn.edu ""Anar A. Dossumbekova, MD, PhD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_anar-a-dossumbekova-upenn-profile-or-cv-site-upenn-edu-anar-a-dossumbeko_f9c10f6b12f0,anar a dossumbekova,"Anar A. Dossumbekova, MD, PhD",anar a dossumbekova,upenn_profile_or_cv,"site:upenn.edu ""Anar A. Dossumbekova, MD, PhD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Anar+A.+Dossumbekova%2C+MD%2C+PhD%22+fellowship+OR+residency
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-md-ma-msc-hospita_fb6a342e9e89,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""Andrea J. Apter, MD, MA, MSc"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-md-ma-msc-penn-me_2d6733cfe010,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""Andrea J. Apter, MD, MA, MSc"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-md-ma-msc-penn-fe_509037481e29,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""Andrea J. Apter, MD, MA, MSc"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+%22Penn%22+fellowship
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-md-ma-msc-univers_e270c773b72e,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""Andrea J. Apter, MD, MA, MSc"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-hospital-of-the-u_4503c6d82e42,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""andrea j apter"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22andrea+j+apter%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-penn-fellowship_21c21829e3dc,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""andrea j apter"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22andrea+j+apter%22+%22Penn%22+fellowship
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-university-of-pen_a2d8d815b8b0,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""andrea j apter"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22andrea+j+apter%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_andrea-j-apter-historical-penn-training-andrea-j-apter-university-of-pen_17d95ab680d4,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_penn_training,"""andrea j apter"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22andrea+j+apter%22+%22University+of+Pennsylvania%22+residency
attending_history_query_andrea-j-apter-historical-roster-or-alumni-andrea-j-apter-md-ma-msc-penn_b8ceb4b200fb,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_roster_or_alumni,"""Andrea J. Apter, MD, MA, MSc"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+Penn+%22class+of%22+resident+fellow
attending_history_query_andrea-j-apter-historical-roster-or-alumni-andrea-j-apter-md-ma-msc-penn_5a46672d8ac6,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,historical_roster_or_alumni,"""Andrea J. Apter, MD, MA, MSc"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+Penn+alumni+fellow+resident
attending_history_query_andrea-j-apter-official-penn-profile-site-pennmedicine-org-andrea-j-apte_90a2d82e4310,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,official_penn_profile,"site:pennmedicine.org ""Andrea J. Apter, MD, MA, MSc""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22
attending_history_query_andrea-j-apter-official-penn-profile-site-pennmedicine-org-andrea-j-apte_08de1f44a002,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,official_penn_profile,"site:pennmedicine.org ""andrea j apter""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22andrea+j+apter%22
attending_history_query_andrea-j-apter-upenn-profile-or-cv-site-med-upenn-edu-andrea-j-apter-md-_aacc7d2a87a4,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,upenn_profile_or_cv,"site:med.upenn.edu ""Andrea J. Apter, MD, MA, MSc"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+CV+OR+%22curriculum+vitae%22
attending_history_query_andrea-j-apter-upenn-profile-or-cv-site-upenn-edu-andrea-j-apter-md-ma-m_c4940c1dff25,andrea j apter,"Andrea J. Apter, MD, MA, MSc",andrea j apter,upenn_profile_or_cv,"site:upenn.edu ""Andrea J. Apter, MD, MA, MSc"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Andrea+J.+Apter%2C+MD%2C+MA%2C+MSc%22+fellowship+OR+residency
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-md-hospital-of-the-univ_f4ce3e3dbabd,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""Ann Soliman, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-md-penn-medicine-reside_c28ebb778e2e,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""Ann Soliman, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-md-penn-fellowship_e6774720086c,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""Ann Soliman, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+%22Penn%22+fellowship
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-md-university-of-pennsy_b6fd7a9fd450,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""Ann Soliman, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-hospital-of-the-univers_b76b7c4f4643,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""ann soliman"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22ann+soliman%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-penn-fellowship_bd1ca6a66e11,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""ann soliman"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22ann+soliman%22+%22Penn%22+fellowship
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-university-of-pennsylva_4259a1c2773c,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""ann soliman"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22ann+soliman%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_ann-soliman-historical-penn-training-ann-soliman-university-of-pennsylva_a7dc47554d03,ann soliman,"Ann Soliman, MD",ann soliman,historical_penn_training,"""ann soliman"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22ann+soliman%22+%22University+of+Pennsylvania%22+residency
attending_history_query_ann-soliman-historical-roster-or-alumni-ann-soliman-md-penn-class-of-res_a0cb0133c5aa,ann soliman,"Ann Soliman, MD",ann soliman,historical_roster_or_alumni,"""Ann Soliman, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_ann-soliman-historical-roster-or-alumni-ann-soliman-md-penn-alumni-fello_14453e7e314b,ann soliman,"Ann Soliman, MD",ann soliman,historical_roster_or_alumni,"""Ann Soliman, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Ann+Soliman%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_ann-soliman-official-penn-profile-site-pennmedicine-org-ann-soliman-md_dc1b312dd2aa,ann soliman,"Ann Soliman, MD",ann soliman,official_penn_profile,"site:pennmedicine.org ""Ann Soliman, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Ann+Soliman%2C+MD%22
attending_history_query_ann-soliman-official-penn-profile-site-pennmedicine-org-ann-soliman_2c86b9176ece,ann soliman,"Ann Soliman, MD",ann soliman,official_penn_profile,"site:pennmedicine.org ""ann soliman""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22ann+soliman%22
attending_history_query_ann-soliman-upenn-profile-or-cv-site-med-upenn-edu-ann-soliman-md-cv-or-_f0d2efa34c0c,ann soliman,"Ann Soliman, MD",ann soliman,upenn_profile_or_cv,"site:med.upenn.edu ""Ann Soliman, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Ann+Soliman%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_ann-soliman-upenn-profile-or-cv-site-upenn-edu-ann-soliman-md-fellowship_2d9d7198f9fc,ann soliman,"Ann Soliman, MD",ann soliman,upenn_profile_or_cv,"site:upenn.edu ""Ann Soliman, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Ann+Soliman%2C+MD%22+fellowship+OR+residency
attending_history_query_barbara-a-carr-historical-penn-training-barbara-a-carr-hospital-of-the-u_3d25e66a5ad0,barbara a carr,Barbara A. Carr,barbara a carr,historical_penn_training,"""Barbara A. Carr"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Barbara+A.+Carr%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_barbara-a-carr-historical-penn-training-barbara-a-carr-penn-medicine-res_784ab5838759,barbara a carr,Barbara A. Carr,barbara a carr,historical_penn_training,"""Barbara A. Carr"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Barbara+A.+Carr%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_barbara-a-carr-historical-penn-training-barbara-a-carr-penn-fellowship_846b705753d4,barbara a carr,Barbara A. Carr,barbara a carr,historical_penn_training,"""Barbara A. Carr"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Barbara+A.+Carr%22+%22Penn%22+fellowship
attending_history_query_barbara-a-carr-historical-penn-training-barbara-a-carr-university-of-pen_a67eaaf45c44,barbara a carr,Barbara A. Carr,barbara a carr,historical_penn_training,"""Barbara A. Carr"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Barbara+A.+Carr%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_barbara-a-carr-historical-penn-training-barbara-a-carr-hospital-of-the-u_60f348241568,barbara a carr,Barbara A. Carr,barbara a carr,historical_penn_training,"""barbara a carr"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22barbara+a+carr%22+%22Hospital+of+the+University+of+Pennsylvania%22
