query_key,event_group_key,display_name,normalized_name,query_kind,query,query_url
attending_history_query_daniel-j-landsburg-historical-penn-training-daniel-j-landsburg-md-univer_bbf7869d98e9,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_penn_training,"""Daniel J. Landsburg, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Daniel+J.+Landsburg%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_daniel-j-landsburg-historical-penn-training-daniel-j-landsburg-hospital-_4d34ec5af311,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_penn_training,"""daniel j landsburg"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22daniel+j+landsburg%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_daniel-j-landsburg-historical-penn-training-daniel-j-landsburg-penn-fell_f3c24682829d,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_penn_training,"""daniel j landsburg"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22daniel+j+landsburg%22+%22Penn%22+fellowship
attending_history_query_daniel-j-landsburg-historical-penn-training-daniel-j-landsburg-universit_c28aa5ac0ede,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_penn_training,"""daniel j landsburg"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22daniel+j+landsburg%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_daniel-j-landsburg-historical-penn-training-daniel-j-landsburg-universit_452a5cbd42fd,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_penn_training,"""daniel j landsburg"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22daniel+j+landsburg%22+%22University+of+Pennsylvania%22+residency
attending_history_query_daniel-j-landsburg-historical-roster-or-alumni-daniel-j-landsburg-md-pen_7a9747f7d213,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_roster_or_alumni,"""Daniel J. Landsburg, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Daniel+J.+Landsburg%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_daniel-j-landsburg-historical-roster-or-alumni-daniel-j-landsburg-md-pen_29f9803be5dd,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,historical_roster_or_alumni,"""Daniel J. Landsburg, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Daniel+J.+Landsburg%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_daniel-j-landsburg-official-penn-profile-site-pennmedicine-org-daniel-j-_1b443ba2d6cb,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,official_penn_profile,"site:pennmedicine.org ""Daniel J. Landsburg, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Daniel+J.+Landsburg%2C+MD%22
attending_history_query_daniel-j-landsburg-official-penn-profile-site-pennmedicine-org-daniel-j-_40fc380b1c1b,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,official_penn_profile,"site:pennmedicine.org ""daniel j landsburg""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22daniel+j+landsburg%22
attending_history_query_daniel-j-landsburg-upenn-profile-or-cv-site-med-upenn-edu-daniel-j-lands_458181914e38,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,upenn_profile_or_cv,"site:med.upenn.edu ""Daniel J. Landsburg, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Daniel+J.+Landsburg%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_daniel-j-landsburg-upenn-profile-or-cv-site-upenn-edu-daniel-j-landsburg_ae1ed8cd3056,daniel j landsburg,"Daniel J. Landsburg, MD",daniel j landsburg,upenn_profile_or_cv,"site:upenn.edu ""Daniel J. Landsburg, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Daniel+J.+Landsburg%2C+MD%22+fellowship+OR+residency
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-md-hospital-of-_56b91d7866ed,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""David M. Mintzer, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-md-penn-medicin_88bee028147a,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""David M. Mintzer, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-md-penn-fellows_a06d23af3ad7,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""David M. Mintzer, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+%22Penn%22+fellowship
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-md-university-o_ea4daf63ed30,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""David M. Mintzer, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-hospital-of-the_207f7e08ac93,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""david m mintzer"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22david+m+mintzer%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-penn-fellowship_6754a2420d38,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""david m mintzer"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22david+m+mintzer%22+%22Penn%22+fellowship
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-university-of-p_c784e3a5bc96,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""david m mintzer"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22david+m+mintzer%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_david-m-mintzer-historical-penn-training-david-m-mintzer-university-of-p_a9534c495b92,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_penn_training,"""david m mintzer"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22david+m+mintzer%22+%22University+of+Pennsylvania%22+residency
attending_history_query_david-m-mintzer-historical-roster-or-alumni-david-m-mintzer-md-penn-clas_a58872109e84,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_roster_or_alumni,"""David M. Mintzer, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_david-m-mintzer-historical-roster-or-alumni-david-m-mintzer-md-penn-alum_7a63af494304,david m mintzer,"David M. Mintzer, MD",david m mintzer,historical_roster_or_alumni,"""David M. Mintzer, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22David+M.+Mintzer%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_david-m-mintzer-official-penn-profile-site-pennmedicine-org-david-m-mint_170da0d5b4b5,david m mintzer,"David M. Mintzer, MD",david m mintzer,official_penn_profile,"site:pennmedicine.org ""David M. Mintzer, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22David+M.+Mintzer%2C+MD%22
attending_history_query_david-m-mintzer-official-penn-profile-site-pennmedicine-org-david-m-mint_5f82d7b44a8b,david m mintzer,"David M. Mintzer, MD",david m mintzer,official_penn_profile,"site:pennmedicine.org ""david m mintzer""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22david+m+mintzer%22
attending_history_query_david-m-mintzer-upenn-profile-or-cv-site-med-upenn-edu-david-m-mintzer-m_6e60f706b804,david m mintzer,"David M. Mintzer, MD",david m mintzer,upenn_profile_or_cv,"site:med.upenn.edu ""David M. Mintzer, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22David+M.+Mintzer%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_david-m-mintzer-upenn-profile-or-cv-site-upenn-edu-david-m-mintzer-md-fe_b5cd3bac4891,david m mintzer,"David M. Mintzer, MD",david m mintzer,upenn_profile_or_cv,"site:upenn.edu ""David M. Mintzer, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22David+M.+Mintzer%2C+MD%22+fellowship+OR+residency
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-md-phd-hosp_4f0755e3dc7e,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""Denis Hadjiliadis, MD, PhD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-md-phd-penn_2f2fddb77f06,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""Denis Hadjiliadis, MD, PhD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-md-phd-penn_96d90078d148,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""Denis Hadjiliadis, MD, PhD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+%22Penn%22+fellowship
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-md-phd-univ_cbdc9ab52333,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""Denis Hadjiliadis, MD, PhD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-hospital-of_e1e4cff7c5e9,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""denis hadjiliadis"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22denis+hadjiliadis%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-penn-fellow_5aaf7c8db227,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""denis hadjiliadis"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22denis+hadjiliadis%22+%22Penn%22+fellowship
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-university-_d6292754286f,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""denis hadjiliadis"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22denis+hadjiliadis%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_denis-hadjiliadis-historical-penn-training-denis-hadjiliadis-university-_e74670c5a80b,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_penn_training,"""denis hadjiliadis"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22denis+hadjiliadis%22+%22University+of+Pennsylvania%22+residency
attending_history_query_denis-hadjiliadis-historical-roster-or-alumni-denis-hadjiliadis-md-phd-p_8a260e72c1d6,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_roster_or_alumni,"""Denis Hadjiliadis, MD, PhD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_denis-hadjiliadis-historical-roster-or-alumni-denis-hadjiliadis-md-phd-p_b86c2591f7d9,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,historical_roster_or_alumni,"""Denis Hadjiliadis, MD, PhD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+Penn+alumni+fellow+resident
attending_history_query_denis-hadjiliadis-official-penn-profile-site-pennmedicine-org-denis-hadj_b7aaec7bcdd0,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,official_penn_profile,"site:pennmedicine.org ""Denis Hadjiliadis, MD, PhD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Denis+Hadjiliadis%2C+MD%2C+PhD%22
attending_history_query_denis-hadjiliadis-official-penn-profile-site-pennmedicine-org-denis-hadj_603b9d1edb94,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,official_penn_profile,"site:pennmedicine.org ""denis hadjiliadis""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22denis+hadjiliadis%22
attending_history_query_denis-hadjiliadis-upenn-profile-or-cv-site-med-upenn-edu-denis-hadjiliad_c840c32cc031,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,upenn_profile_or_cv,"site:med.upenn.edu ""Denis Hadjiliadis, MD, PhD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_denis-hadjiliadis-upenn-profile-or-cv-site-upenn-edu-denis-hadjiliadis-m_c7ad3a0289ae,denis hadjiliadis,"Denis Hadjiliadis, MD, PhD",denis hadjiliadis,upenn_profile_or_cv,"site:upenn.edu ""Denis Hadjiliadis, MD, PhD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Denis+Hadjiliadis%2C+MD%2C+PhD%22+fellowship+OR+residency
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_a1b0d98db95d,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""Douglas Eric Guggenheim, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_6ffbc9ffabe8,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""Douglas Eric Guggenheim, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_92af42ec457c,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""Douglas Eric Guggenheim, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+%22Penn%22+fellowship
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_d721e94b5f8f,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""Douglas Eric Guggenheim, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_e47ff75d587a,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""douglas eric guggenheim"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22douglas+eric+guggenheim%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_0950ed07a158,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""douglas eric guggenheim"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22douglas+eric+guggenheim%22+%22Penn%22+fellowship
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_c6ab4974f153,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""douglas eric guggenheim"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22douglas+eric+guggenheim%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_douglas-eric-guggenheim-historical-penn-training-douglas-eric-guggenheim_4209770a65dc,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_penn_training,"""douglas eric guggenheim"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22douglas+eric+guggenheim%22+%22University+of+Pennsylvania%22+residency
attending_history_query_douglas-eric-guggenheim-historical-roster-or-alumni-douglas-eric-guggenh_db69e5cc0c1a,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_roster_or_alumni,"""Douglas Eric Guggenheim, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_douglas-eric-guggenheim-historical-roster-or-alumni-douglas-eric-guggenh_afaea07410e1,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,historical_roster_or_alumni,"""Douglas Eric Guggenheim, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Douglas+Eric+Guggenheim%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_douglas-eric-guggenheim-official-penn-profile-site-pennmedicine-org-doug_c49534806f4d,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,official_penn_profile,"site:pennmedicine.org ""Douglas Eric Guggenheim, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Douglas+Eric+Guggenheim%2C+MD%22
attending_history_query_douglas-eric-guggenheim-official-penn-profile-site-pennmedicine-org-doug_b2c4185a156c,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,official_penn_profile,"site:pennmedicine.org ""douglas eric guggenheim""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22douglas+eric+guggenheim%22
attending_history_query_douglas-eric-guggenheim-upenn-profile-or-cv-site-med-upenn-edu-douglas-e_fc8fb3a3d15d,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,upenn_profile_or_cv,"site:med.upenn.edu ""Douglas Eric Guggenheim, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Douglas+Eric+Guggenheim%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_douglas-eric-guggenheim-upenn-profile-or-cv-site-upenn-edu-douglas-eric-_3c1a40cd2b1a,douglas eric guggenheim,"Douglas Eric Guggenheim, MD",douglas eric guggenheim,upenn_profile_or_cv,"site:upenn.edu ""Douglas Eric Guggenheim, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Douglas+Eric+Guggenheim%2C+MD%22+fellowship+OR+residency
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-md-hosp_8940f8341e3f,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""Edward A. Stadtmauer, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-md-penn_341c59ea088d,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""Edward A. Stadtmauer, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-md-penn_39430d07725b,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""Edward A. Stadtmauer, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+%22Penn%22+fellowship
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-md-univ_6b76b7e8f7b7,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""Edward A. Stadtmauer, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-hospita_53603867187c,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""edward a stadtmauer"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22edward+a+stadtmauer%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-penn-fe_7a68eb6fcdae,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""edward a stadtmauer"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22edward+a+stadtmauer%22+%22Penn%22+fellowship
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-univers_3f77d9b748e7,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""edward a stadtmauer"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22edward+a+stadtmauer%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_edward-a-stadtmauer-historical-penn-training-edward-a-stadtmauer-univers_a6d595693175,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_penn_training,"""edward a stadtmauer"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22edward+a+stadtmauer%22+%22University+of+Pennsylvania%22+residency
attending_history_query_edward-a-stadtmauer-historical-roster-or-alumni-edward-a-stadtmauer-md-p_6fe19e2f51a0,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_roster_or_alumni,"""Edward A. Stadtmauer, MD"" Penn ""class of"" resident fellow",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+Penn+%22class+of%22+resident+fellow
attending_history_query_edward-a-stadtmauer-historical-roster-or-alumni-edward-a-stadtmauer-md-p_c9bd9a15e3b6,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,historical_roster_or_alumni,"""Edward A. Stadtmauer, MD"" Penn alumni fellow resident",https://html.duckduckgo.com/html/?q=%22Edward+A.+Stadtmauer%2C+MD%22+Penn+alumni+fellow+resident
attending_history_query_edward-a-stadtmauer-official-penn-profile-site-pennmedicine-org-edward-a_33c653979a73,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,official_penn_profile,"site:pennmedicine.org ""Edward A. Stadtmauer, MD""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22Edward+A.+Stadtmauer%2C+MD%22
attending_history_query_edward-a-stadtmauer-official-penn-profile-site-pennmedicine-org-edward-a_dff5d594639a,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,official_penn_profile,"site:pennmedicine.org ""edward a stadtmauer""",https://html.duckduckgo.com/html/?q=site%3Apennmedicine.org+%22edward+a+stadtmauer%22
attending_history_query_edward-a-stadtmauer-upenn-profile-or-cv-site-med-upenn-edu-edward-a-stad_84b5ff9a89bc,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,upenn_profile_or_cv,"site:med.upenn.edu ""Edward A. Stadtmauer, MD"" CV OR ""curriculum vitae""",https://html.duckduckgo.com/html/?q=site%3Amed.upenn.edu+%22Edward+A.+Stadtmauer%2C+MD%22+CV+OR+%22curriculum+vitae%22
attending_history_query_edward-a-stadtmauer-upenn-profile-or-cv-site-upenn-edu-edward-a-stadtmau_30cb04d4c331,edward a stadtmauer,"Edward A. Stadtmauer, MD",edward a stadtmauer,upenn_profile_or_cv,"site:upenn.edu ""Edward A. Stadtmauer, MD"" fellowship OR residency",https://html.duckduckgo.com/html/?q=site%3Aupenn.edu+%22Edward+A.+Stadtmauer%2C+MD%22+fellowship+OR+residency
attending_history_query_emily-chan-historical-penn-training-emily-chan-md-hospital-of-the-univer_82ddd401e97a,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""Emily Chan, MD"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22Emily+Chan%2C+MD%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_emily-chan-historical-penn-training-emily-chan-md-penn-medicine-residenc_6c9a72e7f119,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""Emily Chan, MD"" ""Penn Medicine"" residency fellowship",https://html.duckduckgo.com/html/?q=%22Emily+Chan%2C+MD%22+%22Penn+Medicine%22+residency+fellowship
attending_history_query_emily-chan-historical-penn-training-emily-chan-md-penn-fellowship_fdb16edc4188,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""Emily Chan, MD"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22Emily+Chan%2C+MD%22+%22Penn%22+fellowship
attending_history_query_emily-chan-historical-penn-training-emily-chan-md-university-of-pennsylv_6d7fceb46f87,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""Emily Chan, MD"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22Emily+Chan%2C+MD%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_emily-chan-historical-penn-training-emily-chan-hospital-of-the-universit_04c6ef5f9294,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""emily chan"" ""Hospital of the University of Pennsylvania""",https://html.duckduckgo.com/html/?q=%22emily+chan%22+%22Hospital+of+the+University+of+Pennsylvania%22
attending_history_query_emily-chan-historical-penn-training-emily-chan-penn-fellowship_825c16123bfa,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""emily chan"" ""Penn"" fellowship",https://html.duckduckgo.com/html/?q=%22emily+chan%22+%22Penn%22+fellowship
attending_history_query_emily-chan-historical-penn-training-emily-chan-university-of-pennsylvani_0c6df4071f14,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""emily chan"" ""University of Pennsylvania"" fellowship",https://html.duckduckgo.com/html/?q=%22emily+chan%22+%22University+of+Pennsylvania%22+fellowship
attending_history_query_emily-chan-historical-penn-training-emily-chan-university-of-pennsylvani_0f8fb1256295,emily chan,"Emily Chan, MD",emily chan,historical_penn_training,"""emily chan"" ""University of Pennsylvania"" residency",https://html.duckduckgo.com/html/?q=%22emily+chan%22+%22University+of+Pennsylvania%22+residency
