career_event_id,person_key,display_name,event_type,role_title,organization_name,department,program_context,event_year,source_key,source_url,confidence,status,match_features_json
13,,"Roger B. Cohen, MD",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
35,,"Roshni T. Guerry, MD, FACP",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
45,,"Sara Ann Van Calcar, MD",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
24,,"Scott Feldman, MD, PhD",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,penn_attending_departments_and_centers_department_of_medicine_divisions_pulmonology_a_eb928a342a,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/allergy-and-immunology-faculty,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
43,,"Stanley Savinese, DO",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
21,,"Timothy Buckey, MD, MBE",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Section of Allergy and Immunology Faculty,,penn_attending_departments_and_centers_department_of_medicine_divisions_pulmonology_a_eb928a342a,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/pulmonology-allergy-and-critical-care/allergy-and-immunology/allergy-and-immunology-faculty,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
19,,"Tracy S. d’Entremont, MD",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
46,,"Vincent J. Vanston, MD, FAAHPM",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Faculty and Administration - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_program_in_pa_9180afb3e4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/program-in-palliative-care/faculty-and-administration,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
9,,"Yehoda M. Martei, MD, MSCE",current_penn_attending_candidate,,University of Pennsylvania / Penn Medicine,Department of Medicine,Leadership Team - Penn Medicine,,penn_attending_departments_and_centers_department_of_medicine_divisions_hematology_an_9c7dd893d1,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/hematology-and-oncology/about-us/leadership-team,0.55,candidate,"[""official_penn_faculty_page"", ""not_linked_to_existing_person""]"
57,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
58,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
59,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
60,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
61,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
53,,,penn_alumni_outcome_candidate,,,,Internal Medicine Graduates - Penn Medicine,,penn_outcome_dfa1e124d18d,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
54,,,penn_alumni_outcome_candidate,,,,Internal Medicine Graduates - Penn Medicine,,penn_outcome_dfa1e124d18d,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information/internal-medicine-graduates,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
55,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,penn_outcome_426ab7252001,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/residency-program/alumni,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
50,,,penn_alumni_outcome_candidate,,,,Alumni Spotlights - Penn Medicine,,penn_outcome_cb38c6bd51ff,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
51,,,penn_alumni_outcome_candidate,,,,Alumni Spotlights - Penn Medicine,,penn_outcome_cb38c6bd51ff,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
64,,,penn_alumni_outcome_candidate,,,,"Jennifer E. Thorne, MD, PhD - Penn Medicine",,penn_outcome_483cb9a8578e,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
65,,,penn_alumni_outcome_candidate,,,,"Jennifer E. Thorne, MD, PhD - Penn Medicine",,penn_outcome_483cb9a8578e,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
66,,,penn_alumni_outcome_candidate,,,,"Jonathan Prenner, MD - Penn Medicine",,penn_outcome_00d58f2dceeb,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jonathan-prenner,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
80,,,penn_alumni_outcome_candidate,,,,"Marvin Greenbaum, MD - Penn Medicine",,penn_outcome_126a793a29f6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
81,,,penn_alumni_outcome_candidate,,,,"Marvin Greenbaum, MD - Penn Medicine",,penn_outcome_126a793a29f6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
62,,,penn_alumni_outcome_candidate,,,,"Myron Yanoff, MD - Penn Medicine",,penn_outcome_60c64193841a,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
63,,,penn_alumni_outcome_candidate,,,,"Myron Yanoff, MD - Penn Medicine",,penn_outcome_60c64193841a,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
67,,,penn_alumni_outcome_candidate,,,,"Raymond Douglas, MD, PhD - Penn Medicine",,penn_outcome_0e011bcf68a3,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
68,,,penn_alumni_outcome_candidate,,,,"Raymond Douglas, MD, PhD - Penn Medicine",,penn_outcome_0e011bcf68a3,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
82,,,penn_alumni_outcome_candidate,,,,"Richard Prince, MD - Penn Medicine",,penn_outcome_d82dca1e92b6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/richard-prince,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
76,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
77,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
78,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
79,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
69,,,penn_alumni_outcome_candidate,,,,"Sepideh Tara Rousta, MD - Penn Medicine",,penn_outcome_af03308e6294,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
70,,,penn_alumni_outcome_candidate,,,,"Sepideh Tara Rousta, MD - Penn Medicine",,penn_outcome_af03308e6294,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
71,,,penn_alumni_outcome_candidate,,,,"Steve Rubin, MD - Penn Medicine",,penn_outcome_7ba016dac584,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/steve-rubin,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
72,,,penn_alumni_outcome_candidate,,,,"William Trattler, MD - Penn Medicine",,penn_outcome_94444048245b,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
73,,,penn_alumni_outcome_candidate,,,,"William Trattler, MD - Penn Medicine",,penn_outcome_94444048245b,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,0.45,candidate,"[""official_penn_page"", ""outcome_language"", ""source_level_not_person_resolved""]"
52,,,penn_alumni_outcome_candidate,,,,Graduate Studies | University of Pennsylvania | Pathology and Laboratory Medicine,,penn_outcome_8610e1794b15,https://pathology.med.upenn.edu/education/graduate-studies,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
85,,,penn_alumni_outcome_candidate,,,,Graduates - Penn Medicine,,penn_outcome_364fe37083c4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/global-health/graduates,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
84,,,penn_alumni_outcome_candidate,,,,Primary Care Program Graduates - Penn Medicine,,penn_outcome_0d0d1a20fa3e,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/primary-care-program/graduates,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
56,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,penn_outcome_b30bd4cae8ea,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/oem-residency-program/alumni,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
74,,,penn_alumni_outcome_candidate,,,,"Daniel Gombos, MD - Penn Medicine",,penn_outcome_8fa49015c5d6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/daniel-gombos,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
75,,,penn_alumni_outcome_candidate,,,,"Donald Budenz, MD, MPH - Penn Medicine",,penn_outcome_4e51edb85819,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/donald-budenz,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
83,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,penn_outcome_91061df13303,https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program/alumni,0.25,candidate,"[""official_penn_page"", ""weak_outcome_context"", ""source_level_not_person_resolved""]"
