candidate_key,official_program_key,department,program_type,program_name,coverage_status,source_role,candidate_status,priority,confidence,candidate_title,candidate_url,http_status,roster_term_count,context_term_count,reasons,error
program_source_candidate_hup-gme-fellowship-vascular-neurology-9ffa1cb417_64f6a2523740,hup_gme_fellowship_vascular-neurology_9ffa1cb417d9,Neurology,fellowship,Vascular Neurology,not_discovered,official_program_url,program_context_candidate,50,0.35,Vascular Neurology | Penn Neurology Fellowship Programs,https://neurofellowships.uphs.upenn.edu/p/neurovascular.html,200,0,4,official_program_url,
program_source_candidate_hup-gme-fellowship-complex-family-planning-27618_50aba3e58668,hup_gme_fellowship_complex-family-planning_27618361aaf7,Obstetrics and Gynecology,fellowship,Complex Family Planning,not_discovered,official_program_url,program_context_candidate,50,0.35,Complex Family Planning - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/obstetrics-and-gynecology/education-and-training/fellowship-programs/family-planning,200,0,2,official_program_url,
program_source_candidate_hup-gme-fellowship-addiction-psychiatry-1e5ea7fd_c1b188cf9bc1,hup_gme_fellowship_addiction-psychiatry_1e5ea7fd48a3,Psychiatry,fellowship,Addiction Psychiatry,not_discovered,official_program_url,program_context_candidate,50,0.35,Formal Training Programs Opportunities | Penn Psychiatry | Perelman School of Medicine at the University of Pennsylvania,https://www.med.upenn.edu/psychiatry/formalfellowships.html,200,0,1,official_program_url,
program_source_candidate_hup-gme-fellowship-consultation-and-liaison-psyc_b290032d61ae,hup_gme_fellowship_consultation-and-liaison-psychiatry_e4dd2861f297,Psychiatry,fellowship,Consultation and Liaison Psychiatry,not_discovered,official_program_url,program_context_candidate,50,0.35,Formal Training Programs Opportunities | Penn Psychiatry | Perelman School of Medicine at the University of Pennsylvania,https://www.med.upenn.edu/psychiatry/formalfellowships.html,200,0,1,official_program_url,
program_source_candidate_hup-gme-fellowship-forensic-psychiatry-961ea9b84_97d58a30b10c,hup_gme_fellowship_forensic-psychiatry_961ea9b84b8c,Psychiatry,fellowship,Forensic Psychiatry,not_discovered,official_program_url,program_context_candidate,50,0.35,Formal Training Programs Opportunities | Penn Psychiatry | Perelman School of Medicine at the University of Pennsylvania,https://www.med.upenn.edu/psychiatry/formalfellowships.html,200,0,1,official_program_url,
program_source_candidate_hup-gme-fellowship-geriatric-psychiatry-03060138_a48c68dfef33,hup_gme_fellowship_geriatric-psychiatry_03060138c863,Psychiatry,fellowship,Geriatric Psychiatry,not_discovered,official_program_url,program_context_candidate,50,0.35,Formal Training Programs Opportunities | Penn Psychiatry | Perelman School of Medicine at the University of Pennsylvania,https://www.med.upenn.edu/psychiatry/formalfellowships.html,200,0,1,official_program_url,
program_source_candidate_hup-gme-residency-psychiatry-90edd37f0063-https-_165ba9ce02dc,hup_gme_residency_psychiatry_90edd37f0063,Psychiatry,residency,Psychiatry,not_discovered,official_program_url,program_context_candidate,50,0.35,Residency Training | Penn Psychiatry | Perelman School of Medicine at the University of Pennsylvania,https://www.med.upenn.edu/psychiatry/psychres.html,200,0,0,official_program_url,
program_source_candidate_hup-gme-fellowship-adult-cardiothoracic-anesthes_f0dc24a8bf46,hup_gme_fellowship_adult-cardiothoracic-anesthesiology_84bd23c52b1e,Anesthesiology,fellowship,Adult Cardiothoracic Anesthesiology,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Department of Anesthesiology and Critical Care | Fellowships,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs,200,0,0,official_program_url,
program_source_candidate_hup-gme-fellowship-critical-care-medicine-a51acc_dbaa15589158,hup_gme_fellowship_critical-care-medicine_a51acc5c27ee,Anesthesiology,fellowship,Critical Care Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Department of Anesthesiology and Critical Care | Fellowships,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs,200,0,0,official_program_url,
program_source_candidate_hup-gme-fellowship-pain-medicine-384642e8f0d1-ht_0cd085aaba9c,hup_gme_fellowship_pain-medicine_384642e8f0d1,Anesthesiology,fellowship,Pain Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Department of Anesthesiology and Critical Care | Fellowships,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/fellowship-programs,200,0,0,official_program_url,
program_source_candidate_hup-gme-residency-emergency-medicine-844b6b007cf_75ee6779f8a7,hup_gme_residency_emergency-medicine_844b6b007cf3,Emergency Medicine,residency,Emergency Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Department of Emergency Medicine | Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine,200,0,1,official_program_url,
program_source_candidate_hup-gme-fellowship-undersea-and-hyperbaric-medic_caf65eedc671,hup_gme_fellowship_undersea-and-hyperbaric-medicine_141573b3b9af,Emergency Medicine,fellowship,Undersea and Hyperbaric Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Hyperbaric Medicine - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine/education-and-training/fellowship-program/hyperbaric-medicine,200,0,1,official_program_url,
program_source_candidate_hup-gme-fellowship-addiction-medicine-98c9790536_6fc6b28cab83,hup_gme_fellowship_addiction-medicine_98c979053614,Family Medicine,fellowship,Addiction Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Fellowships - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/family-medicine-and-community-health/education-and-training/fellowship,200,0,0,official_program_url,
program_source_candidate_hup-gme-fellowship-transplant-hepatology-f4d7a20_2eebcfe8e8bf,hup_gme_fellowship_transplant-hepatology_f4d7a209f96e,Internal Medicine,fellowship,Transplant Hepatology,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Transplant Hepatology Fellowship - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/transplant-hepatology-fellowship,200,0,2,official_program_url,
program_source_candidate_hup-gme-residency-neurology-7c1f5f7cae7a-https-n_29284720bddf,hup_gme_residency_neurology_7c1f5f7cae7a,Neurology,residency,Neurology,not_discovered,linked_candidate,program_context_candidate,40,0.3,integrated career development curriculum,https://neuroresidency.uphs.upenn.edu/career-development,,0,0,linked_from_gap_page;program_context_language,
program_source_candidate_hup-gme-residency-oral-and-maxillofacial-surgery_0317eaf9a68f,hup_gme_residency_oral-and-maxillofacial-surgery_7c60f778bc7c,Oral and Maxillofacial Surgery,residency,Oral and Maxillofacial Surgery,not_discovered,linked_candidate,program_context_candidate,40,0.3,Perelman School of Medicine,http://www.med.upenn.edu/admiss/curriculum.html,,0,0,linked_from_gap_page;program_context_language,
program_source_candidate_hup-gme-residency-oral-and-maxillofacial-surgery_c6b31e7ebdff,hup_gme_residency_oral-and-maxillofacial-surgery_7c60f778bc7c,Oral and Maxillofacial Surgery,residency,Oral and Maxillofacial Surgery,not_discovered,linked_candidate,program_context_candidate,40,0.3,DMD Curriculum,https://www.dental.upenn.edu/admissions-academics/dmd-program/dmd-curriculum,,0,0,linked_from_gap_page;program_context_language,
program_source_candidate_hup-gme-fellowship-soft-tissue-and-bone-selectiv_ca5a247056ff,hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f,Pathology and Laboratory Medicine,fellowship,Soft Tissue/Bone (Selective),discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Soft Tissue/Bone Pathology Fellowship | University of Pennsylvania | Pathology and Laboratory Medicine,https://pathology.med.upenn.edu/education/fellowships/programs/soft-tissue-bone,200,0,3,official_program_url,
program_source_candidate_hup-gme-fellowship-brain-injury-medicine-0f5a49f_18e5a0e1cb16,hup_gme_fellowship_brain-injury-medicine_0f5a49f6e439,Physical Medicine and Rehabilitation,fellowship,Brain Injury Medicine,discovered_no_current_roster,official_program_url,program_context_candidate,40,0.35,Traumatic Brain Injury Fellowship - Penn Medicine,https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/physical-medicine-and-rehabilitation-fellowship-programs/traumatic-brain-injury-fellowship,200,0,2,official_program_url,
program_source_candidate_hup-gme-residency-oral-and-maxillofacial-surgery_b2e817a6b2b2,hup_gme_residency_oral-and-maxillofacial-surgery_7c60f778bc7c,Oral and Maxillofacial Surgery,residency,Oral and Maxillofacial Surgery,not_discovered,official_program_url,low_value_candidate,35,0.2,Oral Maxillofacial Surgery Residency/M.D. - Penn Dental Medicine,https://www.dental.upenn.edu/admissions-academics/graduate-dental-education-programs/oral-maxillofacial-surgery-residency-m-d/,200,0,2,official_program_url;non_roster_language,
program_source_candidate_hup-gme-residency-dermatology-cabc25fcd11c-https_6682cdadd557,hup_gme_residency_dermatology_cabc25fcd11c,Dermatology,residency,Dermatology,discovered_no_current_roster,linked_candidate,program_context_candidate,30,0.3,Application Information,https://www.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information,,0,0,linked_from_gap_page;program_context_language,
program_source_candidate_hup-gme-residency-dermatology-cabc25fcd11c-https_945fecb64486,hup_gme_residency_dermatology_cabc25fcd11c,Dermatology,residency,Dermatology,discovered_no_current_roster,linked_candidate,program_context_candidate,30,0.3,Curriculum,https://www.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/curriculum,,0,0,linked_from_gap_page;program_context_language,
program_source_candidate_hup-gme-residency-dermatology-cabc25fcd11c-https_36e8206d6270,hup_gme_residency_dermatology_cabc25fcd11c,Dermatology,residency,Dermatology,discovered_no_current_roster,linked_candidate,program_context_candidate,30,0.3,Application Information,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/application-information,,0,0,linked_from_gap_page;program_context_language,
