rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_f3657233331e18e76133,program_role,Neurological Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurological Surgery Residency,US_GME_RESIDENCY_7Y,2027-08-15,21,21,21,1,18,3,0,0,0,0,21,21,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 18, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 21}}"
training_stage_state_rollup_9af5c4744e725e977a7a,program_role,Neurology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurology Residency,US_GME_RESIDENCY_5Y,2027-08-15,54,54,54,1,0,0,54,0,0,0,54,54,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 54}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 54}}"
training_stage_state_rollup_5e13cf1cdb49defa6863,program_role,Neuropathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuropathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_f80385ce09095fa3d7fa,program_role,Neuroradiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neuroradiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,11,11,11,1,0,0,11,0,0,0,11,11,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 11}, ""policy_lane_counts"": {""source_refresh_required"": 11}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 11}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 11}}"
training_stage_state_rollup_f5306f6a132dbcd97f81,program_role,Neurotology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Neurotology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_986de746995f20835f83,program_role,Nuclear Radiology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nuclear Radiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_d7dae9c1c82e9b99dfb5,program_role,Obstetrics and Gynecology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Obstetrics and Gynecology Residency,US_GME_RESIDENCY_4Y,2027-08-15,32,32,32,1,24,8,0,0,0,0,32,32,32,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 32}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 24, ""deterministic_expected_completion"": 8}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 24, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 8}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 32}}"
training_stage_state_rollup_e5e4c62572c59ccae6b4,program_role,Oncologic Imaging Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Oncologic Imaging Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_1fa913bfa5ca93348177,program_role,Ophthalmology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Ophthalmology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,10,10,10,1,0,0,10,0,0,0,10,10,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 10}, ""policy_lane_counts"": {""source_refresh_required"": 10}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 10}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 10}}"
training_stage_state_rollup_c716f663c8eb0c2ad64a,program_role,Ophthalmology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Ophthalmology Residency,US_GME_RESIDENCY_5Y,2027-08-15,20,20,20,1,5,0,15,0,0,0,20,20,5,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 5, ""diff_source_refresh_bound"": 15}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""source_refresh_required"": 15}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 5, ""must_refresh_source_before_retention_or_change"": 15}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 20}}"
training_stage_state_rollup_2caa88f03b840d917d97,program_role,Oral Medicine Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Oral Medicine Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,8,8,8,1,0,0,8,0,0,0,8,8,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 8}, ""policy_lane_counts"": {""source_refresh_required"": 8}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 8}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 8}}"
training_stage_state_rollup_29196a55ed4ba437f54c,program_role,Orthopedic Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Orthopedic Surgery Residency,US_GME_RESIDENCY_5Y,2027-08-15,40,40,40,1,31,7,2,0,0,0,40,40,38,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 38, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 31, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 31, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 40}}"
training_stage_state_rollup_09170bdafc97a0a1946d,program_role,Otorhinolaryngology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Otorhinolaryngology Residency,US_GME_RESIDENCY_5Y,2027-08-15,31,31,31,1,26,5,0,0,0,0,31,31,31,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 31}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 26, ""deterministic_expected_completion"": 5}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 26, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 31}}"
training_stage_state_rollup_b954807fd0bb1b67cdc1,program_role,Pathology - Anatomic and Clinical Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Pathology - Anatomic and Clinical Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,44,44,44,1,0,0,0,44,0,0,44,44,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 44}, ""policy_lane_counts"": {""manual_review_required"": 44}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 44}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 44}}"
training_stage_state_rollup_6e82d1ed5587a99f33cf,program_role,Penn-CHOP Internal Medicine-Pediatrics Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Penn-CHOP Internal Medicine-Pediatrics Residency,US_GME_RESIDENCY_4Y,2027-08-15,38,25,25,1,30,7,1,0,0,26,38,38,37,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 37, ""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 30, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 1}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 30, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7, ""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 38}}"
training_stage_state_rollup_86b285ddb195dafe4e5f,program_role,Physical Medicine and Rehabilitation Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Physical Medicine and Rehabilitation Residency,US_GME_RESIDENCY_4Y,2027-08-15,22,22,22,1,16,3,3,0,0,0,22,22,19,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 19, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 16, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_a7287703e8935f8609a1,program_role,Plastic Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Plastic Surgery Residency,US_GME_RESIDENCY_6Y,2027-08-15,22,22,22,1,17,3,2,0,0,0,22,22,20,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 20, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 3, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 17, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_af07dda3449a5decfb5e,program_role,Podiatric Surgery Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Podiatric Surgery Residency,US_GME_RESIDENCY_4Y,2027-08-15,16,16,16,1,12,4,0,0,0,0,16,16,16,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 12, ""deterministic_expected_completion"": 4}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 12, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 16}}"
training_stage_state_rollup_7cc8b74eb4ac69f8deae,program_role,Psychiatry Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Psychiatry Residency,US_GME_RESIDENCY_DURATION_UNKNOWN,2027-08-15,52,52,52,1,0,0,0,52,0,0,52,52,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 52}, ""policy_lane_counts"": {""manual_review_required"": 52}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 52}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 52}}"
training_stage_state_rollup_5c6df76266157a163023,program_role,Pulmonary and Critical Care Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Pulmonary and Critical Care Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,34,34,34,1,16,9,3,6,0,0,34,34,25,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 25, ""diff_review_bound"": 6, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 9, ""manual_review_required"": 6, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 16, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 9, ""manual_review_required_before_any_stage_mutation"": 6, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 6, ""stale_by_projected_refresh"": 28}}"
training_stage_state_rollup_63b7fe09400f886ef5a0,program_role,Radiation Oncology Residency::resident,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Radiation Oncology Residency,US_GME_RESIDENCY_5Y,2027-08-15,17,17,17,1,0,0,17,0,0,0,17,17,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 17}, ""policy_lane_counts"": {""source_refresh_required"": 17}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 17}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 17}}"
training_stage_state_rollup_96146edafb7904c243a7,program_role,Reproductive Endocrinology and Infertility Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Reproductive Endocrinology and Infertility Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,6,6,6,1,2,2,0,2,0,0,6,6,4,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 4, ""diff_review_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 2, ""manual_review_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 2, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 2, ""manual_review_required_before_any_stage_mutation"": 2}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 2, ""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_d9a140128c71df835023,program_role,Rheumatology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rheumatology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,15,15,15,1,5,5,4,1,0,0,15,15,10,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 10, ""diff_review_bound"": 1, ""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 5, ""deterministic_expected_completion"": 5, ""manual_review_required"": 1, ""source_refresh_required"": 4}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 5, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 5, ""manual_review_required_before_any_stage_mutation"": 1, ""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 1, ""stale_by_projected_refresh"": 14}}"
training_stage_state_rollup_a774ae6afb3fea32883a,program_role,Rhinology and Skull Base Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Rhinology and Skull Base Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_97b3e5762dad4aadcaa1,program_role,Shoulder and Elbow Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Shoulder and Elbow Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_9cc83c8378614ab02676,program_role,Sleep Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sleep Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,7,7,7,1,0,0,7,0,0,0,7,7,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 7}, ""policy_lane_counts"": {""source_refresh_required"": 7}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 7}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 7}}"
training_stage_state_rollup_5e82ab9acb90656e9e67,program_role,Sleep Medicine and Surgery Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sleep Medicine and Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_5e6086d449336ffda7bf,program_role,Soft Tissue/Bone Pathology Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Soft Tissue/Bone Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_e43dc8d03dba9c8c2443,program_role,Spine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Spine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_6bb04286f1ec4502c86f,program_role,Sports Medicine Fellowship::fellow,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Sports Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
