rollup_key,rollup_scope,rollup_value,institution,country,country_code,role,trainee_category,program_name,lifecycle_code,projected_refresh_date,stage_state_count,canonical_person_program_count,person_count,program_count,deterministic_advancement_count,deterministic_completion_count,source_refresh_required_count,manual_review_required_count,carry_forward_count,duplicate_contract_count,stale_by_refresh_count,fresh_observation_required_count,auto_classifiable_transition_count,dominant_stage_state_status,dominant_staleness_bucket,dominant_policy_lane,dominant_diff_readiness_status,recommended_operator_action,stale_information_policy,evidence_json
training_stage_state_rollup_dcc65b2aeb7504f2eaf8,program,Diagnostic Radiology Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Diagnostic Radiology Residency,US_GME_RESIDENCY_5Y,2027-08-15,54,54,54,1,0,0,54,0,0,0,54,54,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 54}, ""policy_lane_counts"": {""source_refresh_required"": 54}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 54}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 54}}"
training_stage_state_rollup_e3bfbdc79a8cb3026b0f,program,"Endocrinology, Diabetes and Metabolism Fellowship",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Endocrinology, Diabetes and Metabolism Fellowship",none,2027-08-15,21,21,21,1,4,4,0,0,13,0,8,8,8,carry_forward_until_fresh_source_contradiction,fresh_contradiction_only,carry_forward_no_change,diff_no_change_expected,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 8, ""diff_no_change_expected"": 13}, ""policy_lane_counts"": {""carry_forward_no_change"": 13, ""deterministic_expected_advancement"": 4, ""deterministic_expected_completion"": 4}, ""stage_state_status_counts"": {""carry_forward_until_fresh_source_contradiction"": 13, ""expected_to_advance_if_fresh_next_stage_observed"": 4, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 4}, ""staleness_bucket_counts"": {""fresh_contradiction_only"": 13, ""stale_by_projected_refresh"": 8}}"
training_stage_state_rollup_7c565acac62771b43b92,program,Facial Plastic and Reconstructive Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Facial Plastic and Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,1,1,1,1,0,0,1,0,0,0,1,1,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 1}, ""policy_lane_counts"": {""source_refresh_required"": 1}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 1}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 1}}"
training_stage_state_rollup_30050620c74d033871f5,program,Family Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Family Medicine Residency,US_GME_RESIDENCY_3Y,2027-08-15,35,35,35,1,23,12,0,0,0,0,35,35,35,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 35}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 23, ""deterministic_expected_completion"": 12}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 23, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 35}}"
training_stage_state_rollup_fc9759a2de0f75924d52,program,Foot and Ankle Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Foot and Ankle Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_3f1c7db1d24831157b35,program,GI/Hepatic Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,GI/Hepatic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_644158192a810249305a,program,Gastroenterology and Hepatology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gastroenterology and Hepatology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,23,23,23,1,16,7,0,0,0,0,23,23,23,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 23}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 16, ""deterministic_expected_completion"": 7}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 16, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 23}}"
training_stage_state_rollup_807dffa9a03e6af6b36e,program,General Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,General Surgery Residency,US_GME_RESIDENCY_5Y,2027-08-15,75,75,75,1,36,13,26,0,0,0,75,75,49,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 49, ""diff_source_refresh_bound"": 26}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 36, ""deterministic_expected_completion"": 13, ""source_refresh_required"": 26}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 36, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 13, ""must_refresh_source_before_retention_or_change"": 26}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 75}}"
training_stage_state_rollup_0056fc9ef5318373ae3b,program,Geriatric Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Geriatric Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,3,3,3,1,0,0,2,1,0,0,3,3,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 1, ""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""manual_review_required"": 1, ""source_refresh_required"": 2}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 1, ""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 1, ""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_cd1f2548c211653bafef,program,Gynecologic Oncology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Gynecologic Oncology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,6,6,6,1,0,0,6,0,0,0,6,6,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 6}, ""policy_lane_counts"": {""source_refresh_required"": 6}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 6}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 6}}"
training_stage_state_rollup_8475169f80288e681201,program,Hand Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hand Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_84d89e0839b111f0ec16,program,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,"Head and Neck Surgical Oncology, Microvascular Reconstruction, and Robotic Surgery Fellowship",US_GME_FELLOWSHIP_1Y,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_067f7704ae9f3a18967c,program,Hematology/Oncology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hematology/Oncology Fellowship,US_GME_FELLOWSHIP_3Y,2027-08-15,32,32,32,1,18,9,5,0,0,0,32,32,27,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 27, ""diff_source_refresh_bound"": 5}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 9, ""source_refresh_required"": 5}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 18, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 9, ""must_refresh_source_before_retention_or_change"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 32}}"
training_stage_state_rollup_79038f64fd3fa38a3ab7,program,Hematopathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hematopathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_81f4de8b8fdb06ab0924,program,Hospice and Palliative Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Hospice and Palliative Medicine Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,5,5,5,1,0,0,5,0,0,0,5,5,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""policy_lane_counts"": {""source_refresh_required"": 5}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 5}}"
training_stage_state_rollup_caf078471e84c686776c,program,Infectious Diseases Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Infectious Diseases Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,17,15,15,1,6,6,3,2,0,4,17,17,12,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 12, ""diff_review_bound"": 2, ""diff_source_refresh_bound"": 3}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 6, ""deterministic_expected_completion"": 6, ""manual_review_required"": 2, ""source_refresh_required"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 6, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 6, ""manual_review_required_before_any_stage_mutation"": 2, ""must_refresh_source_before_retention_or_change"": 3}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 2, ""stale_by_projected_refresh"": 15}}"
training_stage_state_rollup_d7b21bc50a69013cec33,program,Internal Medicine Physician-Scientist Pathway,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Physician-Scientist Pathway,US_GME_RESIDENCY_3Y,2027-08-15,27,15,15,1,25,2,0,0,0,24,27,27,27,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 27}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 25, ""deterministic_expected_completion"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 25, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 27}}"
training_stage_state_rollup_9a5ff584af2eb265ce99,program,Internal Medicine Primary Care Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Primary Care Residency,US_GME_RESIDENCY_3Y,2027-08-15,21,21,21,1,14,7,0,0,0,0,21,21,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 14, ""deterministic_expected_completion"": 7}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 14, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 21}}"
training_stage_state_rollup_e7e759e82194c5b6b4f2,program,Internal Medicine Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency,US_GME_RESIDENCY_3Y,2027-08-15,194,173,173,1,144,50,0,0,0,42,194,194,194,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 194}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 144, ""deterministic_expected_completion"": 50}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 144, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 50}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 194}}"
training_stage_state_rollup_85bd20c18092c9d12e66,program,Internal Medicine Residency - Global Health Equities Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Global Health Equities Track,US_GME_RESIDENCY_3Y,2027-08-15,36,22,22,1,9,15,0,12,0,28,36,36,24,expected_to_complete_if_absent_or_alumni_after_refresh,stale_by_projected_refresh,deterministic_expected_completion,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 24, ""diff_review_bound"": 12}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 9, ""deterministic_expected_completion"": 15, ""manual_review_required"": 12}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 9, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 15, ""manual_review_required_before_any_stage_mutation"": 12}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 12, ""stale_by_projected_refresh"": 24}}"
training_stage_state_rollup_689f91f23d260f25127d,program,Internal Medicine Residency - Healthcare Leadership in Quality Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Healthcare Leadership in Quality Track,US_GME_RESIDENCY_3Y,2027-08-15,29,25,25,1,17,12,0,0,0,8,29,29,29,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 29}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 17, ""deterministic_expected_completion"": 12}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 17, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 12}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 29}}"
training_stage_state_rollup_8ed019fedcf39bae0f67,program,Internal Medicine Residency - Medical Education Leadership Track,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Internal Medicine Residency - Medical Education Leadership Track,US_GME_RESIDENCY_3Y,2027-08-15,13,9,9,1,2,9,0,2,0,8,13,13,11,expected_to_complete_if_absent_or_alumni_after_refresh,stale_by_projected_refresh,deterministic_expected_completion,diff_expected_change_classifiable,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 11, ""diff_review_bound"": 2}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 2, ""deterministic_expected_completion"": 9, ""manual_review_required"": 2}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 2, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 9, ""manual_review_required_before_any_stage_mutation"": 2}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 2, ""stale_by_projected_refresh"": 11}}"
training_stage_state_rollup_a6babef48581278852e1,program,Interventional Cardiology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Interventional Cardiology Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,4,4,4,1,0,0,4,0,0,0,4,4,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 4}, ""policy_lane_counts"": {""source_refresh_required"": 4}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 4}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 4}}"
training_stage_state_rollup_d8b55ac7a7983e1410d7,program,Interventional Radiology Integrated Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Interventional Radiology Integrated Residency,US_GME_RESIDENCY_6Y,2027-08-15,19,19,19,1,0,0,19,0,0,0,19,19,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 19}, ""policy_lane_counts"": {""source_refresh_required"": 19}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 19}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 19}}"
training_stage_state_rollup_45d8c679ec21523c2cbd,program,Maternal Fetal Medicine Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Maternal Fetal Medicine Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,8,8,8,1,0,0,0,8,0,0,8,8,0,manual_review_required_before_any_stage_mutation,review_bound_not_time_classifiable,manual_review_required,diff_review_bound,resolve_review_bound_states_before_mutating_this_scope,do_not_auto_mutate_review_bound_stage_states,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_review_bound"": 8}, ""policy_lane_counts"": {""manual_review_required"": 8}, ""stage_state_status_counts"": {""manual_review_required_before_any_stage_mutation"": 8}, ""staleness_bucket_counts"": {""review_bound_not_time_classifiable"": 8}}"
training_stage_state_rollup_42b6ee1744121f374096,program,Medical Scientist Training Program,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,medical_student,medical_student,Medical Scientist Training Program,US_MD_PHD_MSTP_VARIABLE,2027-08-15,225,225,225,1,0,0,225,0,0,0,225,225,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 225}, ""policy_lane_counts"": {""source_refresh_required"": 225}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 225}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 225}}"
training_stage_state_rollup_b346081bf03161c93499,program,Microvascular Reconstructive Surgery Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Microvascular Reconstructive Surgery Fellowship,US_GME_FELLOWSHIP_1Y,2027-08-15,5,5,5,1,0,0,5,0,0,0,5,5,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 5}, ""policy_lane_counts"": {""source_refresh_required"": 5}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 5}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 5}}"
training_stage_state_rollup_f198b52172280ea25af0,program,Molecular Genetic Pathology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Molecular Genetic Pathology Fellowship,US_GME_FELLOWSHIP_DURATION_UNKNOWN,2027-08-15,2,2,2,1,0,0,2,0,0,0,2,2,0,must_refresh_source_before_retention_or_change,stale_by_projected_refresh,source_refresh_required,diff_source_refresh_bound,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_source_refresh_bound"": 2}, ""policy_lane_counts"": {""source_refresh_required"": 2}, ""stage_state_status_counts"": {""must_refresh_source_before_retention_or_change"": 2}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 2}}"
training_stage_state_rollup_47183169580cf8d29e91,program,Nephrology Fellowship,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,fellow,fellow,Nephrology Fellowship,US_GME_FELLOWSHIP_2Y,2027-08-15,22,22,22,1,9,7,6,0,0,0,22,22,16,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,refresh_sources_before_retaining_or_diffing_this_scope,do_not_carry_forward_stale_stage_states_without_fresh_source,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 16, ""diff_source_refresh_bound"": 6}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 9, ""deterministic_expected_completion"": 7, ""source_refresh_required"": 6}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 9, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 7, ""must_refresh_source_before_retention_or_change"": 6}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 22}}"
training_stage_state_rollup_e724bfc97c973d2270d4,program,Neurological Surgery Residency,University of Pennsylvania Health System / Perelman School of Medicine,United States,US,resident,resident,Neurological Surgery Residency,US_GME_RESIDENCY_7Y,2027-08-15,21,21,21,1,18,3,0,0,0,0,21,21,21,expected_to_advance_if_fresh_next_stage_observed,stale_by_projected_refresh,deterministic_expected_advancement,diff_expected_change_classifiable,reconcile_expected_advancements_and_completion_absences,classify_completion_absence_only_after_fresh_refresh,"{""derived_from"": [""person_training_stage_state""], ""diff_readiness_status_counts"": {""diff_expected_change_classifiable"": 21}, ""policy_lane_counts"": {""deterministic_expected_advancement"": 18, ""deterministic_expected_completion"": 3}, ""stage_state_status_counts"": {""expected_to_advance_if_fresh_next_stage_observed"": 18, ""expected_to_complete_if_absent_or_alumni_after_refresh"": 3}, ""staleness_bucket_counts"": {""stale_by_projected_refresh"": 21}}"
