career_event_id,event_group_key,display_name,normalized_name,event_type,claim_type,organization_name,department,program_context,event_year,ten_year_trend_window,source_key,source_url,event_status,event_confidence,linkage_status,linkage_priority,trend_link_assurance_level,linkage_rationale,required_next_evidence,reconciliation_decision,reconciliation_required_next_evidence,current_trainee_match_count,current_trainee_match_keys,current_trainee_match_roles,current_trainee_match_programs,match_features
61,source:https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,,,penn_alumni_outcome_candidate,,,,About our Graduates - Penn Medicine,,unknown,penn_outcome_db7d66d05261,https://www3.pennmedicine.org/departments-and-centers/anesthesiology-and-critical-care/education-and-training/residency-program/about-our-graduates,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
62,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,,,penn_alumni_outcome_candidate,,,,"Myron Yanoff, MD - Penn Medicine",,unknown,penn_outcome_60c64193841a,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
63,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,,,penn_alumni_outcome_candidate,,,,"Myron Yanoff, MD - Penn Medicine",,unknown,penn_outcome_60c64193841a,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/myron-yanoff,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
64,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,,,penn_alumni_outcome_candidate,,,,"Jennifer E. Thorne, MD, PhD - Penn Medicine",,unknown,penn_outcome_483cb9a8578e,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
65,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,,,penn_alumni_outcome_candidate,,,,"Jennifer E. Thorne, MD, PhD - Penn Medicine",,unknown,penn_outcome_483cb9a8578e,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jennifer-thorne,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
66,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jonathan-prenner,,,penn_alumni_outcome_candidate,,,,"Jonathan Prenner, MD - Penn Medicine",,unknown,penn_outcome_00d58f2dceeb,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/jonathan-prenner,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
67,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,,,penn_alumni_outcome_candidate,,,,"Raymond Douglas, MD, PhD - Penn Medicine",,unknown,penn_outcome_0e011bcf68a3,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
68,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,,,penn_alumni_outcome_candidate,,,,"Raymond Douglas, MD, PhD - Penn Medicine",,unknown,penn_outcome_0e011bcf68a3,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/raymond-douglas,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
69,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,,,penn_alumni_outcome_candidate,,,,"Sepideh Tara Rousta, MD - Penn Medicine",,unknown,penn_outcome_af03308e6294,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
70,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,,,penn_alumni_outcome_candidate,,,,"Sepideh Tara Rousta, MD - Penn Medicine",,unknown,penn_outcome_af03308e6294,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/sepideh-tara-rousta,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
71,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/steve-rubin,,,penn_alumni_outcome_candidate,,,,"Steve Rubin, MD - Penn Medicine",,unknown,penn_outcome_7ba016dac584,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/steve-rubin,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
72,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,,,penn_alumni_outcome_candidate,,,,"William Trattler, MD - Penn Medicine",,unknown,penn_outcome_94444048245b,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
73,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,,,penn_alumni_outcome_candidate,,,,"William Trattler, MD - Penn Medicine",,unknown,penn_outcome_94444048245b,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/william-trattler,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
74,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/daniel-gombos,,,penn_alumni_outcome_candidate,,,,"Daniel Gombos, MD - Penn Medicine",,unknown,penn_outcome_8fa49015c5d6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/daniel-gombos,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
75,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/donald-budenz,,,penn_alumni_outcome_candidate,,,,"Donald Budenz, MD, MPH - Penn Medicine",,unknown,penn_outcome_4e51edb85819,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/donald-budenz,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
76,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,unknown,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
77,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,unknown,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
78,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,unknown,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
79,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,,,penn_alumni_outcome_candidate,,,,"Robert Weisenthal, MD - Penn Medicine",,unknown,penn_outcome_67e68621abd9,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/robert-weisenthal,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
80,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,,,penn_alumni_outcome_candidate,,,,"Marvin Greenbaum, MD - Penn Medicine",,unknown,penn_outcome_126a793a29f6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
81,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,,,penn_alumni_outcome_candidate,,,,"Marvin Greenbaum, MD - Penn Medicine",,unknown,penn_outcome_126a793a29f6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/marvin-greenbaum,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
82,source:https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/richard-prince,,,penn_alumni_outcome_candidate,,,,"Richard Prince, MD - Penn Medicine",,unknown,penn_outcome_d82dca1e92b6,https://www3.pennmedicine.org/departments-and-centers/ophthalmology/about-us/news/department-news/alumni-spotlights/richard-prince,candidate,0.45,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; outcome_language; source_level_not_person_resolved
83,source:https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program/alumni,,,penn_alumni_outcome_candidate,,,,Alumni - Penn Medicine,,unknown,penn_outcome_91061df13303,https://www3.pennmedicine.org/departments-and-centers/physical-medicine-and-rehabilitation/education-and-training/residency-program/alumni,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
84,source:https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/primary-care-program/graduates,,,penn_alumni_outcome_candidate,,,,Primary Care Program Graduates - Penn Medicine,,unknown,penn_outcome_0d0d1a20fa3e,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/primary-care-program/graduates,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
85,source:https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/global-health/graduates,,,penn_alumni_outcome_candidate,,,,Graduates - Penn Medicine,,unknown,penn_outcome_364fe37083c4,https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/education-and-training/internal-medicine-residency/our-program/global-health/graduates,candidate,0.25,outcome_context_only_no_person,25,0,Outcome/alumni source has no resolved person name in the extracted event.,Extract named alumni from the source page before identity reconciliation.,outcome_context_only,Resolve named person and source date before using in trend lines.,0,,,,official_penn_page; source_level_not_person_resolved; weak_outcome_context
