official_program_coverage_batch_key,execution_order,action_lane,blocker_status,official_program_type,assurance_level_signature,batch_status,ready_to_review,queue_count,program_count,person_impact_count,candidate_source_count,action_impact_count,max_priority,min_priority,assurance_level_counts_json,coverage_status_counts_json,assurance_status_counts_json,department_counts_json,top_programs,top_candidate_urls,recommended_operator_action,review_instructions,required_next_evidence,target_artifact,top_queue_rows_json,top_dossiers_json,evidence_json,generated_at
official_program_coverage_batch_71476297e637f38fe86d,1,count_conflict_review,exact_resolution_count_conflict,fellowship,3,count_conflict_review_ready,1,1,1,3,0,3,1003,1003,"{""3"": 1}","{""covered_current_roster"": 1}","{""exact_resolution_count_conflict_review"": 1}","{""Orthopedic Surgery"": 1}",Adult Reconstructive Orthopedics,,review_count_conflict_batch_before_denominator_mutation,Compare accepted membership count with the resolved official source before any denominator coverage mutation.,"Compare accepted membership count against the extracted resolved source and decide whether the source is broader, stale, or the accepted count is incomplete.",artifacts/data/official_program_coverage_assurance_audit.csv,"[{""assurance_level"": 3, ""assurance_status"": ""exact_resolution_count_conflict_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Orthopedic Surgery"", ""official_program_key"": ""hup_gme_fellowship_adult-reconstructive-orthopedics_ba6a91e2425b"", ""official_program_name"": ""Adult Reconstructive Orthopedics"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 3, ""priority"": 1003, ""queue_key"": ""official_program_coverage_action_6f0f0ce664c7f1605aff""}]","[{""denominator_status"": ""count_conflict_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_e8b85294dc27bf1ecc7a"", ""official_program_key"": ""hup_gme_fellowship_adult-reconstructive-orthopedics_ba6a91e2425b"", ""official_program_name"": ""Adult Reconstructive Orthopedics"", ""recommended_next_action"": ""review_count_conflict_before_denominator_mutation"", ""top_action_lane"": ""count_conflict_review"", ""top_priority"": 1003}]","{""assurance_level_counts"": {""3"": 1}, ""assurance_status_counts"": {""exact_resolution_count_conflict_review"": 1}, ""coverage_status_counts"": {""covered_current_roster"": 1}, ""department_counts"": {""Orthopedic Surgery"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_6f0f0ce664c7f1605aff""], ""top_dossiers"": [{""denominator_status"": ""count_conflict_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_e8b85294dc27bf1ecc7a"", ""official_program_key"": ""hup_gme_fellowship_adult-reconstructive-orthopedics_ba6a91e2425b"", ""official_program_name"": ""Adult Reconstructive Orthopedics"", ""recommended_next_action"": ""review_count_conflict_before_denominator_mutation"", ""top_action_lane"": ""count_conflict_review"", ""top_priority"": 1003}], ""top_queue_rows"": [{""assurance_level"": 3, ""assurance_status"": ""exact_resolution_count_conflict_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Orthopedic Surgery"", ""official_program_key"": ""hup_gme_fellowship_adult-reconstructive-orthopedics_ba6a91e2425b"", ""official_program_name"": ""Adult Reconstructive Orthopedics"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 3, ""priority"": 1003, ""queue_key"": ""official_program_coverage_action_6f0f0ce664c7f1605aff""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_b93cd61de4a397b5ed54,2,alias_review,open_gap_with_related_loaded_people,residency,1,alias_scope_review_ready,1,2,2,22,21,36,971,963,"{""1"": 2}","{""discovered_no_current_roster"": 2}","{""open_gap_with_alias_review"": 2}","{""Dermatology"": 1, ""Radiology"": 1}","Radiology - Interventional, Independent; Dermatology",https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/current-residents; https://dermatology.upenn.edu/residents/combined-medicine-and-dermatology-track,review_alias_scope_batch_and_record_decisions,"Confirm same official program scope, role, track, and current-roster denominator before accepting or splitting an alias.","Review related loaded people and decide whether this is a true alias, a track split, a role mismatch, or a false relation.",artifacts/data/official_program_alias_reviewer_decisions.csv,"[{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 4, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/current-residents"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Radiology"", ""official_program_key"": ""hup_gme_residency_radiology-interventional-independent_951079567585"", ""official_program_name"": ""Radiology - Interventional, Independent"", ""official_program_type"": ""residency"", ""person_impact_count"": 19, ""priority"": 971, ""queue_key"": ""official_program_coverage_action_ef65351cfd9289de4670""}, {""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 17, ""candidate_url"": ""https://dermatology.upenn.edu/residents/combined-medicine-and-dermatology-track"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Dermatology"", ""official_program_key"": ""hup_gme_residency_dermatology_cabc25fcd11c"", ""official_program_name"": ""Dermatology"", ""official_program_type"": ""residency"", ""person_impact_count"": 3, ""priority"": 963, ""queue_key"": ""official_program_coverage_action_023b137e069aa69e8042""}]","[{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_37d9582e71c598ccf5f7"", ""official_program_key"": ""hup_gme_residency_radiology-interventional-independent_951079567585"", ""official_program_name"": ""Radiology - Interventional, Independent"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 971}, {""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_ec2924a6d25075a22f45"", ""official_program_key"": ""hup_gme_residency_dermatology_cabc25fcd11c"", ""official_program_name"": ""Dermatology"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 963}]","{""assurance_level_counts"": {""1"": 2}, ""assurance_status_counts"": {""open_gap_with_alias_review"": 2}, ""coverage_status_counts"": {""discovered_no_current_roster"": 2}, ""department_counts"": {""Dermatology"": 1, ""Radiology"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_ef65351cfd9289de4670"", ""official_program_coverage_action_023b137e069aa69e8042""], ""top_dossiers"": [{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_37d9582e71c598ccf5f7"", ""official_program_key"": ""hup_gme_residency_radiology-interventional-independent_951079567585"", ""official_program_name"": ""Radiology - Interventional, Independent"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 971}, {""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_ec2924a6d25075a22f45"", ""official_program_key"": ""hup_gme_residency_dermatology_cabc25fcd11c"", ""official_program_name"": ""Dermatology"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 963}], ""top_queue_rows"": [{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 4, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-radiology/education-and-training/residency-programs/current-residents"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Radiology"", ""official_program_key"": ""hup_gme_residency_radiology-interventional-independent_951079567585"", ""official_program_name"": ""Radiology - Interventional, Independent"", ""official_program_type"": ""residency"", ""person_impact_count"": 19, ""priority"": 971, ""queue_key"": ""official_program_coverage_action_ef65351cfd9289de4670""}, {""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 17, ""candidate_url"": ""https://dermatology.upenn.edu/residents/combined-medicine-and-dermatology-track"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Dermatology"", ""official_program_key"": ""hup_gme_residency_dermatology_cabc25fcd11c"", ""official_program_name"": ""Dermatology"", ""official_program_type"": ""residency"", ""person_impact_count"": 3, ""priority"": 963, ""queue_key"": ""official_program_coverage_action_023b137e069aa69e8042""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_6bdc6abc8d148f21c6d1,3,alias_review,open_gap_with_related_loaded_people,fellowship,1,alias_scope_review_ready,1,2,2,24,8,25,962,926,"{""1"": 2}","{""discovered_no_current_roster"": 2}","{""open_gap_with_alias_review"": 2}","{""Internal Medicine"": 1, ""Surgery"": 1}",Plastic Surgery; Transplant Hepatology,https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery/residents; https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/advanced-gastroenterology-fellows,review_alias_scope_batch_and_record_decisions,"Confirm same official program scope, role, track, and current-roster denominator before accepting or splitting an alias.","Review related loaded people and decide whether this is a true alias, a track split, a role mismatch, or a false relation.",artifacts/data/official_program_alias_reviewer_decisions.csv,"[{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 5, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery/residents"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Surgery"", ""official_program_key"": ""hup_gme_fellowship_plastic-surgery_b33a31a2ab76"", ""official_program_name"": ""Plastic Surgery"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 22, ""priority"": 962, ""queue_key"": ""official_program_coverage_action_8885f825b55982b05fa0""}, {""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 3, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/advanced-gastroenterology-fellows"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Internal Medicine"", ""official_program_key"": ""hup_gme_fellowship_transplant-hepatology_f4d7a209f96e"", ""official_program_name"": ""Transplant Hepatology"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 2, ""priority"": 926, ""queue_key"": ""official_program_coverage_action_646862c54b62a4617349""}]","[{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_225ba7e1876400b6cc1b"", ""official_program_key"": ""hup_gme_fellowship_plastic-surgery_b33a31a2ab76"", ""official_program_name"": ""Plastic Surgery"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 962}, {""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_fbe455daca35c6167ef5"", ""official_program_key"": ""hup_gme_fellowship_transplant-hepatology_f4d7a209f96e"", ""official_program_name"": ""Transplant Hepatology"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 926}]","{""assurance_level_counts"": {""1"": 2}, ""assurance_status_counts"": {""open_gap_with_alias_review"": 2}, ""coverage_status_counts"": {""discovered_no_current_roster"": 2}, ""department_counts"": {""Internal Medicine"": 1, ""Surgery"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_8885f825b55982b05fa0"", ""official_program_coverage_action_646862c54b62a4617349""], ""top_dossiers"": [{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_225ba7e1876400b6cc1b"", ""official_program_key"": ""hup_gme_fellowship_plastic-surgery_b33a31a2ab76"", ""official_program_name"": ""Plastic Surgery"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 962}, {""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_fbe455daca35c6167ef5"", ""official_program_key"": ""hup_gme_fellowship_transplant-hepatology_f4d7a209f96e"", ""official_program_name"": ""Transplant Hepatology"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""alias_review"", ""top_priority"": 926}], ""top_queue_rows"": [{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 5, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-surgery/education-and-training/residencies/plastic-surgery/residents"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Surgery"", ""official_program_key"": ""hup_gme_fellowship_plastic-surgery_b33a31a2ab76"", ""official_program_name"": ""Plastic Surgery"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 22, ""priority"": 962, ""queue_key"": ""official_program_coverage_action_8885f825b55982b05fa0""}, {""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 3, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/department-of-medicine/divisions/gastroenterology/education-and-training/fellowship-programs/advanced-gastroenterology-fellows"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Internal Medicine"", ""official_program_key"": ""hup_gme_fellowship_transplant-hepatology_f4d7a209f96e"", ""official_program_name"": ""Transplant Hepatology"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 2, ""priority"": 926, ""queue_key"": ""official_program_coverage_action_646862c54b62a4617349""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_cdd3b2ded99c355379a5,4,accepted_alias_open_gap_policy,accepted_alias_bridge_exists_but_official_gap_remains_open,fellowship,1,accepted_alias_gap_policy_review_ready,1,1,1,69,15,69,949,949,"{""1"": 1}","{""discovered_no_current_roster"": 1}","{""open_gap_with_alias_review"": 1}","{""Pathology and Laboratory Medicine"": 1}",Soft Tissue/Bone (Selective),https://pathology.med.upenn.edu/department/people/fellows,review_accepted_alias_gap_policy_batch,Review accepted alias evidence against denominator-closure policy; monitor-only rows do not reopen unless source scope changes.,"Review the accepted alias bridge against the official denominator row and decide whether this closes the gap, needs a section split, or should remain non-mutating evidence.",artifacts/data/official_program_denominator_closure_audit.csv,"[{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 15, ""candidate_url"": ""https://pathology.med.upenn.edu/department/people/fellows"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Pathology and Laboratory Medicine"", ""official_program_key"": ""hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f"", ""official_program_name"": ""Soft Tissue/Bone (Selective)"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 69, ""priority"": 949, ""queue_key"": ""official_program_coverage_action_897e04aad2ef87a1b92e""}]","[{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_210cd689feaf47aaabfc"", ""official_program_key"": ""hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f"", ""official_program_name"": ""Soft Tissue/Bone (Selective)"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""accepted_alias_open_gap_policy"", ""top_priority"": 949}]","{""assurance_level_counts"": {""1"": 1}, ""assurance_status_counts"": {""open_gap_with_alias_review"": 1}, ""coverage_status_counts"": {""discovered_no_current_roster"": 1}, ""department_counts"": {""Pathology and Laboratory Medicine"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_897e04aad2ef87a1b92e""], ""top_dossiers"": [{""denominator_status"": ""open_gap_with_related_loaded_people"", ""display_safety_status"": ""related_loaded_people_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_210cd689feaf47aaabfc"", ""official_program_key"": ""hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f"", ""official_program_name"": ""Soft Tissue/Bone (Selective)"", ""recommended_next_action"": ""resolve_related_loaded_program_before_gap_closure"", ""top_action_lane"": ""accepted_alias_open_gap_policy"", ""top_priority"": 949}], ""top_queue_rows"": [{""assurance_level"": 1, ""assurance_status"": ""open_gap_with_alias_review"", ""candidate_source_count"": 15, ""candidate_url"": ""https://pathology.med.upenn.edu/department/people/fellows"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Pathology and Laboratory Medicine"", ""official_program_key"": ""hup_gme_fellowship_soft-tissue-and-bone-selective_5b6c8e2f798f"", ""official_program_name"": ""Soft Tissue/Bone (Selective)"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 69, ""priority"": 949, ""queue_key"": ""official_program_coverage_action_897e04aad2ef87a1b92e""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_742fbff7b1e4c89f402f,5,alias_review,covered_by_alias_without_explicit_acceptance,residency,3,alias_scope_review_ready,1,1,1,15,0,15,935,935,"{""3"": 1}","{""covered_current_roster"": 1}","{""alias_method_current_roster_review"": 1}","{""Surgery"": 1}",Thoracic Surgery - Integrated,,review_alias_scope_batch_and_record_decisions,"Confirm same official program scope, role, track, and current-roster denominator before accepting or splitting an alias.",Confirm the matched loaded program is the same official denominator program or split it into narrower official program rows.,artifacts/data/official_program_alias_reviewer_decisions.csv,"[{""assurance_level"": 3, ""assurance_status"": ""alias_method_current_roster_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Surgery"", ""official_program_key"": ""hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a"", ""official_program_name"": ""Thoracic Surgery - Integrated"", ""official_program_type"": ""residency"", ""person_impact_count"": 15, ""priority"": 935, ""queue_key"": ""official_program_coverage_action_0b3534ba25a18d36a708""}]","[{""denominator_status"": ""alias_or_scope_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_8d4392c0b66ff2266900"", ""official_program_key"": ""hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a"", ""official_program_name"": ""Thoracic Surgery - Integrated"", ""recommended_next_action"": ""accept_or_split_alias_mapping"", ""top_action_lane"": ""alias_review"", ""top_priority"": 935}]","{""assurance_level_counts"": {""3"": 1}, ""assurance_status_counts"": {""alias_method_current_roster_review"": 1}, ""coverage_status_counts"": {""covered_current_roster"": 1}, ""department_counts"": {""Surgery"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_0b3534ba25a18d36a708""], ""top_dossiers"": [{""denominator_status"": ""alias_or_scope_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_8d4392c0b66ff2266900"", ""official_program_key"": ""hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a"", ""official_program_name"": ""Thoracic Surgery - Integrated"", ""recommended_next_action"": ""accept_or_split_alias_mapping"", ""top_action_lane"": ""alias_review"", ""top_priority"": 935}], ""top_queue_rows"": [{""assurance_level"": 3, ""assurance_status"": ""alias_method_current_roster_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Surgery"", ""official_program_key"": ""hup_gme_residency_thoracic-surgery-integrated_d1e421f5c16a"", ""official_program_name"": ""Thoracic Surgery - Integrated"", ""official_program_type"": ""residency"", ""person_impact_count"": 15, ""priority"": 935, ""queue_key"": ""official_program_coverage_action_0b3534ba25a18d36a708""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_de3cc25b01b5b9360b27,6,alias_review,covered_by_alias_without_explicit_acceptance,fellowship,3,alias_scope_review_ready,1,1,1,9,0,9,909,909,"{""3"": 1}","{""covered_current_roster"": 1}","{""alias_method_current_roster_review"": 1}","{""Radiology"": 1}",Abdominal Radiology,,review_alias_scope_batch_and_record_decisions,"Confirm same official program scope, role, track, and current-roster denominator before accepting or splitting an alias.",Confirm the matched loaded program is the same official denominator program or split it into narrower official program rows.,artifacts/data/official_program_alias_reviewer_decisions.csv,"[{""assurance_level"": 3, ""assurance_status"": ""alias_method_current_roster_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Radiology"", ""official_program_key"": ""hup_gme_fellowship_abdominal-radiology_46b381e34efc"", ""official_program_name"": ""Abdominal Radiology"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 9, ""priority"": 909, ""queue_key"": ""official_program_coverage_action_7e3129e60925962aefcf""}]","[{""denominator_status"": ""alias_or_scope_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_c78ca00a718731f46a24"", ""official_program_key"": ""hup_gme_fellowship_abdominal-radiology_46b381e34efc"", ""official_program_name"": ""Abdominal Radiology"", ""recommended_next_action"": ""accept_or_split_alias_mapping"", ""top_action_lane"": ""alias_review"", ""top_priority"": 909}]","{""assurance_level_counts"": {""3"": 1}, ""assurance_status_counts"": {""alias_method_current_roster_review"": 1}, ""coverage_status_counts"": {""covered_current_roster"": 1}, ""department_counts"": {""Radiology"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_7e3129e60925962aefcf""], ""top_dossiers"": [{""denominator_status"": ""alias_or_scope_review_required"", ""display_safety_status"": ""review_ready_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_c78ca00a718731f46a24"", ""official_program_key"": ""hup_gme_fellowship_abdominal-radiology_46b381e34efc"", ""official_program_name"": ""Abdominal Radiology"", ""recommended_next_action"": ""accept_or_split_alias_mapping"", ""top_action_lane"": ""alias_review"", ""top_priority"": 909}], ""top_queue_rows"": [{""assurance_level"": 3, ""assurance_status"": ""alias_method_current_roster_review"", ""candidate_source_count"": 0, ""candidate_url"": """", ""coverage_status"": ""covered_current_roster"", ""official_department"": ""Radiology"", ""official_program_key"": ""hup_gme_fellowship_abdominal-radiology_46b381e34efc"", ""official_program_name"": ""Abdominal Radiology"", ""official_program_type"": ""fellowship"", ""person_impact_count"": 9, ""priority"": 909, ""queue_key"": ""official_program_coverage_action_7e3129e60925962aefcf""}]}",2026-06-03T09:17:15.345394+00:00
official_program_coverage_batch_20ac4574d8511392f6b9,7,parser_or_roster_source_review,candidate_source_without_people,residency,1,parser_or_context_review_ready,1,1,1,0,2,2,796,796,"{""1"": 1}","{""discovered_no_current_roster"": 1}","{""discovered_source_without_current_roster"": 1}","{""Emergency Medicine"": 1}",Emergency Medicine,https://www3.pennmedicine.org/departments-and-centers/emergency-medicine,review_candidate_sources_for_parser_or_context_only_batch,Inspect candidate pages and decide whether parser support can extract current people or the page is context-only.,Open the candidate URL and determine whether a parser can extract current people or whether the page is context-only.,artifacts/data/penn_gme_gap_source_candidates.csv,"[{""assurance_level"": 1, ""assurance_status"": ""discovered_source_without_current_roster"", ""candidate_source_count"": 2, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Emergency Medicine"", ""official_program_key"": ""hup_gme_residency_emergency-medicine_844b6b007cf3"", ""official_program_name"": ""Emergency Medicine"", ""official_program_type"": ""residency"", ""person_impact_count"": 0, ""priority"": 796, ""queue_key"": ""official_program_coverage_action_ca1e9af1e6f1d9f1b300""}]","[{""denominator_status"": ""open_gap_with_candidate_sources"", ""display_safety_status"": ""candidate_source_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_73531bec38b31c804652"", ""official_program_key"": ""hup_gme_residency_emergency-medicine_844b6b007cf3"", ""official_program_name"": ""Emergency Medicine"", ""recommended_next_action"": ""probe_candidate_sources_and_extract_supported_rosters"", ""top_action_lane"": ""parser_or_roster_source_review"", ""top_priority"": 796}]","{""assurance_level_counts"": {""1"": 1}, ""assurance_status_counts"": {""discovered_source_without_current_roster"": 1}, ""coverage_status_counts"": {""discovered_no_current_roster"": 1}, ""department_counts"": {""Emergency Medicine"": 1}, ""policy"": {""coverage_truth_requires"": [""current public roster extraction, accepted alias mapping, or explicit denominator closure evidence"", ""source-backed person structure or reviewer-confirmed alias/scope decision"", ""downstream rebuild through official_program_coverage_assurance_audit""], ""non_mutating"": true}, ""queue_keys"": [""official_program_coverage_action_ca1e9af1e6f1d9f1b300""], ""top_dossiers"": [{""denominator_status"": ""open_gap_with_candidate_sources"", ""display_safety_status"": ""candidate_source_not_denominator_closed"", ""dossier_key"": ""official_program_coverage_dossier_73531bec38b31c804652"", ""official_program_key"": ""hup_gme_residency_emergency-medicine_844b6b007cf3"", ""official_program_name"": ""Emergency Medicine"", ""recommended_next_action"": ""probe_candidate_sources_and_extract_supported_rosters"", ""top_action_lane"": ""parser_or_roster_source_review"", ""top_priority"": 796}], ""top_queue_rows"": [{""assurance_level"": 1, ""assurance_status"": ""discovered_source_without_current_roster"", ""candidate_source_count"": 2, ""candidate_url"": ""https://www3.pennmedicine.org/departments-and-centers/emergency-medicine"", ""coverage_status"": ""discovered_no_current_roster"", ""official_department"": ""Emergency Medicine"", ""official_program_key"": ""hup_gme_residency_emergency-medicine_844b6b007cf3"", ""official_program_name"": ""Emergency Medicine"", ""official_program_type"": ""residency"", ""person_impact_count"": 0, ""priority"": 796, ""queue_key"": ""official_program_coverage_action_ca1e9af1e6f1d9f1b300""}]}",2026-06-03T09:17:15.345394+00:00
